REPORTER METABOLITES USING TEST TYPE: all
ID	NAME	Z-SCORE	P-VALUE	NUMBER OF NEIGHBOURS	AVERAGE Z-SCORE	STD Z-SCORE
cpd20885[e0]	Turanose_e0	-1.8546	0.96818	3	-0.43611	0.36036
cpd10516[c0]	Fe+3_c0	-1.8604	0.96858	5	-0.16055	0.64604
cpd01262[c0]	Amylotriose_c0	-1.8631	0.96877	8	0.05259	0.84795
cpd00939[c0]	Toxopyrimidine_c0	-1.8692	0.9692	1	-1.3908	0
cpd02775[c0]	4-Amino-5-phosphomethyl-2-methylpyrimidine_c0	-1.8692	0.9692	1	-1.3908	0
cpd10516[e0]	Fe+3_e0	-1.9181	0.97245	4	-0.30852	0.64073
cpd00248[c0]	L-quinate_c0	-1.9376	0.97366	3	-0.49291	0.11731
cpd00248[e0]	L-quinate_e0	-1.9376	0.97366	3	-0.49291	0.11731
cpd00644[c0]	PAN_c0	-1.9658	0.97534	1	-1.5056	0
cpd03446[c0]	2-Octaprenyl-6-methoxyphenol_c0	-2.0538	0.98	1	-1.6101	0
cpd03447[c0]	2-Octaprenyl-6-methoxy-1_4-benzoquinone_c0	-2.0538	0.98	1	-1.6101	0
cpd03448[c0]	2-Octaprenyl-3-methyl-6-methoxy-1_4-benzoquinone_c0	-2.0538	0.98	1	-1.6101	0
cpd03449[c0]	2-Octaprenyl-3-methyl-5-hydroxy-6-methoxy-1_4-benzoquinone_c0	-2.0538	0.98	1	-1.6101	0
cpd00831[c0]	L-Rhamnulose 1-phosphate_c0	-2.1309	0.98345	2	-0.96129	1.1266
cpd00031[c0]	GDP_c0	-2.1562	0.98446	2	-0.98258	0.033853
cpd00229[c0]	Glycolaldehyde_c0	-2.1783	0.98531	1	-1.7579	0
cpd00334[c0]	L-Lactaldehyde_c0	-2.1783	0.98531	1	-1.7579	0
cpd00101[c0]	ribose_5_phosphate_c0	-2.2414	0.9875	3	-0.70088	1.0086
cpd02961[c0]	Dihydroneopterin_c0	-2.3009	0.9893	2	-1.1044	0.40961
cpd02978[c0]	7_8-Dihydroneopterin 3'-triphosphate_c0	-2.3009	0.9893	2	-1.1044	0.40961
cpdVICB3[c0]	N2-acetyl-N5-hydroxy-N5-(D-3-hydroxybutyryl)-ornithine_c0	-2.3361	0.99026	2	-1.1341	0.68976
cpd00279[c0]	Acetoacetyl_CoA_c0	-2.3398	0.99035	2	-1.1372	0.086455
cpd00832[c0]	N-Acetyl-D-chondrosamine_c0	-2.3795	0.99133	6	-0.32408	1.0183
cpd01524[c0]	D-Chondrosamine_c0	-2.3795	0.99133	6	-0.32408	1.0183
cpd20885[c0]	Turanose_c0	-2.4062	0.99194	4	-0.59906	0.43907
cpd03420[c0]	Precorrin 3A_c0	-2.4454	0.99277	1	-2.0752	0
cpd03833[c0]	Precorrin 3B_c0	-2.4454	0.99277	1	-2.0752	0
cpdERYI2[c0]	L-3-tetrulose-4-P_c0	-2.5377	0.99442	2	-1.3037	1.2833
cpd00832[e0]	N-Acetyl-D-chondrosamine_e0	-2.5578	0.99473	5	-0.53293	0.98443
cpd01524[e0]	D-Chondrosamine_e0	-2.5578	0.99473	5	-0.53293	0.98443
cpd01715[c0]	3-dehydrocarnitine_c0	-2.6009	0.99535	2	-1.3568	0.63814
cpdBETCoA[c0]	Betainyl-CoA_c0	-2.6009	0.99535	2	-1.3568	0.63814
cpd00122[e0]	N-Acetyl-D-glucosamine_e0	-2.7329	0.99686	4	-0.79351	0.91622
cpd00276[e0]	GLUM_e0	-2.7329	0.99686	4	-0.79351	0.91622
cpd00284[c0]	6_Phospho_D_gluconate_c0	-2.842	0.99776	1	-2.5463	0
cpd00276[c0]	GLUM_c0	-2.9337	0.99833	6	-0.59382	0.96642
cpd00122[c0]	N-Acetyl-D-glucosamine_c0	-3.164	0.99922	5	-0.85661	0.80591
REPORTER METABOLITES USING TEST TYPE: only down
ID	NAME	Z-SCORE	P-VALUE	NUMBER OF NEIGHBOURS	AVERAGE Z-SCORE	STD Z-SCORE
cpd00014[c0]	UDP_c0	3.9899	3.3055e-05	33	2.2853	1.5175
cpd00144[c0]	UDPglucuronate_c0	3.6691	0.0001217	17	2.5456	1.3858
cpd00061[c0]	Phosphoenolpyruvate_c0	3.5594	0.00018583	24	2.325	1.4067
cpdEPS[c0]	exopolysaccharides_c0	3.4775	0.00025305	19	2.4218	1.4027
cpd00067[e0]	H_e0	3.428	0.00030405	44	2.0394	1.0786
cpd00026[c0]	UDP-glucose	3.276	0.00052641	20	2.3302	1.4257
cpd02745[c0]	alpha-D-Galactosyl-diphosphoundecaprenol_c0	3.1402	0.00084423	16	2.4016	1.599
cpd15560[c0]	Ubiquinone_8_c0	3.076	0.0010491	23	2.2103	0.91235
cpd15561[c0]	Ubiquinol_8_c0	3.0188	0.001269	22	2.213	0.93373
cpd00978[c0]	dUDP_c0	2.9467	0.0016061	6	2.9711	0.89205
cpd11420[c0]	trdox_c0	2.6509	0.0040145	5	2.9502	0.8345
cpd11421[c0]	trdrd_c0	2.6509	0.0040145	5	2.9502	0.8345
cpd00644[c0]	PAN_c0	2.6331	0.00423	1	4.9209	0
cpd02201[c0]	4-phosphopantothenate_c0	2.6331	0.00423	1	4.9209	0
cpd02152[c0]	L_Argininosuccinate_c0	2.3477	0.0094457	2	3.6002	1.8595
cpd00260[c0]	Isocitrate_c0	2.3171	0.01025	2	3.5708	1.074
cpd00109[c0]	Cytochrome_c3_c0	2.2762	0.011417	12	2.2347	1.1155
cpd00110[c0]	Cytochrome_c2_c0	2.2762	0.011417	12	2.2347	1.1155
cpd00791[c0]	ProtoporphyrinogenIX_c0	2.2133	0.013439	2	3.4712	0.45706
cpd03187[c0]	Oxalosuccinate_c0	2.1974	0.013995	1	4.3303	0
cpd11313[c0]	hemeO_c0	2.1927	0.014164	2	3.4515	0.24675
cpdLipAcodp2[c0]	oligosaccharide_dephosphorylated_GalA added_c0	2.1453	0.015964	2	3.406	0.59124
cpd00169[c0]	3_Phosphoglycerate_c0	2.0161	0.021894	4	2.712	1.6973
cpd00982[c0]	FADH2_c0	1.9457	0.025846	22	1.9035	1.0579
cpd00051[c0]	L_Arginine_c0	1.922	0.027301	9	2.2099	1.3033
cpd02820[c0]	UDP-N-acetylglucosamine enolpyruvate_c0	1.8916	0.029272	2	3.1625	0.52926
cpd00062[c0]	UTP_c0	1.8061	0.035452	6	2.3404	1.0946
cpd00010[c0]	CoA_c0	1.8056	0.035489	40	1.7302	1.5906
cpd00022[c0]	Acetyl_CoA_c0	1.8053	0.035516	33	1.7684	1.4574
cpd02083[c0]	CoproporphyrinogenIII_c0	1.8021	0.035767	1	3.7944	0
cpd00015[c0]	FAD_c0	1.7851	0.037119	23	1.8455	1.0704
cpd00054[c0]	L_Serine_c0	1.7517	0.039912	12	2.0287	1.1148
cpdNFIM8[c0]	Malonyl-NodF_c0	1.7164	0.043049	1	3.6782	0
cpd24425[e0]	methyl beta-D-xylopyranoside_e0	1.7014	0.044431	3	2.6724	1.3542
cpd02229[c0]	Bactoprenyl diphosphate_c0	1.6871	0.045791	4	2.4882	1.5528
cpd00149[e0]	Co2+_e0	1.6307	0.051478	1	3.5621	0
cpd00028[c0]	Heme	1.625	0.052082	2	2.9066	1.0173
cpd00521[c0]	dTDP-4-oxo-6-deoxy-D-glucose_c0	1.6055	0.054197	2	2.8879	0.70179
cpd11484[c0]	HMA_c0	1.5921	0.05568	4	2.4236	0.57162
cpd00159[c0]	L-Lactate_c0	1.591	0.055805	4	2.4228	1.4561
cpd00203[c0]	1_3_Bisphospho_D_glycerate_c0	1.5811	0.056922	2	2.8645	2.217
cpd00041[c0]	L-Aspartate_c0	1.5763	0.057474	19	1.831	0.95205
cpd00106[c0]	Fumarate_c0	1.5597	0.05942	9	2.0464	1.1644
cpd00900[c0]	GDP-4-dehydro-alpha-D-rhamnose_c0	1.54	0.061776	2	2.8251	0.23813
cpd11492[c0]	Malonyl_acyl_carrierprotein__c0	1.5209	0.064144	7	2.122	0.77318
cpd00032[c0]	Oxaloacetate_c0	1.5034	0.066369	6	2.173	1.3458
cpd00408[c0]	Pantoate_c0	1.5006	0.066734	1	3.3857	0
cpd00498[c0]	2_Aceto_2_hydroxybutanoate_c0	1.5006	0.066734	1	3.3857	0
cpd00668[c0]	ALCTT_c0	1.5006	0.066734	1	3.3857	0
cpd02569[c0]	2_Oxo_3_hydroxyisovalerate_c0	1.5006	0.066734	1	3.3857	0
cpd10162[c0]	R_3_Hydroxy_3_methyl_2_oxopentanoate_c0	1.5006	0.066734	1	3.3857	0
cpd00007[c0]	O2_c0	1.4882	0.068343	21	1.779	1.4974
cpd00054[e0]	L-Serine_e0	1.463	0.07173	6	2.1507	0.83391
cpd00281[e0]	GABA_e0	1.463	0.07173	6	2.1507	0.83391
cpd00096[c0]	CDP_c0	1.4457	0.074127	3	2.4726	1.4206
cpd00533[c0]	dCDP_c0	1.4457	0.074127	3	2.4726	1.4206
cpd00052[c0]	CTP_c0	1.4445	0.074294	7	2.0829	1.1224
cpd00218[c0]	Niacin_c0	1.44	0.07494	2	2.729	0.10981
cpd00773[c0]	UDP-MurNAc_c0	1.4281	0.076638	2	2.7176	0.09989
cpd11312[c0]	hemeA_c0	1.4203	0.077753	1	3.277	0
cpd02826[c0]	5'-Phosphoribosylformylglycinamidine_c0	1.4112	0.079086	2	2.7015	0.43548
cpd11493[c0]	ACP_c0	1.4105	0.079191	13	1.873	0.89024
cpd00171[c0]	D_Ribulose5_phosphate_c0	1.4027	0.080348	7	2.0614	0.89899
cpd00154[c0]	Xylose_c0	1.3985	0.080982	8	2.0083	1.3057
cpd00149[c0]	Co2+_c0	1.3792	0.083913	5	2.1786	1.6054
cpd01476[c0]	Protoporphyrin_c0	1.376	0.084411	2	2.6676	0.67935
cpd03585[c0]	KDO-lipid IV(A)_c0	1.3707	0.08523	1	3.2097	0
cpd00346[c0]	L_Aspartate4_semialdehyde_c0	1.357	0.087386	4	2.2637	0.55803
cpd00522[c0]	dTDP-4-oxo-L-rhamnose_c0	1.3378	0.090477	2	2.631	1.065
cpd23713[c0]	L-2_4-diketo-3-deoxyrhamnonate_c0	1.3332	0.091233	2	2.6266	2.3517
cpd00496[c0]	D-arabinono-1_4-lactone_c0	1.3187	0.093642	2	2.6126	0.39732
cpd00819[c0]	L-Arabinono-1_4-lactone_c0	1.3187	0.093642	2	2.6126	0.39732
cpd03443[c0]	3-Octaprenyl-4-hydroxybenzoate_c0	1.3171	0.093907	1	3.137	0
cpd00006[c0]	NADP_c0	1.3151	0.094245	51	1.5916	1.5254
cpd08286[c0]	2-C-methyl-D-erythritol4-phosphate_c0	1.3057	0.095823	2	2.6002	0.056348
cpd00860[c0]	S_Succinyldihydrolipoamide_c0	1.2987	0.097017	2	2.5935	0.76608
cpd02968[c0]	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl- D-alanine_c0	1.279	0.10045	2	2.5745	0.75357
cpd00357[c0]	TTP_c0	1.2762	0.10093	3	2.3401	1.2198
cpd02993[c0]	Lipid IV(A)_c0	1.2698	0.10207	2	2.5657	0.91072
cpd00350[c0]	Farnesyldiphosphate_c0	1.2659	0.10278	4	2.2017	1.5628
cpd00177[c0]	dADP_c0	1.2584	0.10412	4	2.1966	1.5748
cpd11478[c0]	(R)-3-Hydroxybutanoyl-[acyl-carrier protein]_c0	1.2519	0.10531	2	2.5485	0.45365
cpdUS10[c0]	(3R)-3-hydroxy-cis-delta-9-hexadecenoyl-ACP_c0	1.2519	0.10531	2	2.5485	0.45365
cpdUS14[c0]	(R)-3-hydroxy-cis-vacc-11-enoyl-ACP_c0	1.2519	0.10531	2	2.5485	0.45365
cpdUS2[c0]	(3R_5Z)-3-hydroxy-dodec-5-enoyl-ACP_c0	1.2519	0.10531	2	2.5485	0.45365
cpdUS6[c0]	(3R)-3-hydroxy-cis-delta-7-tetradecenoyl-ACP_c0	1.2519	0.10531	2	2.5485	0.45365
cpd01646[c0]	2_Isopropylmalate_c0	1.2461	0.10636	3	2.3166	0.13913
cpd00227[c0]	L_Homoserine_c0	1.2454	0.10649	7	1.9808	1.0674
cpd11465[c0]	But-2-enoyl-[acyl-carrier protein]_c0	1.2429	0.10695	2	2.5399	0.46579
cpdUS11[c0]	trans-delta-3-cis-delta-9-hexadecenoyl-ACP_c0	1.2429	0.10695	2	2.5399	0.46579
cpdUS15[c0]	(2-trans-11-cis)-vaccen-2-enoyl-ACP_c0	1.2429	0.10695	2	2.5399	0.46579
cpdUS3[c0]	(3E_5Z)-dodeca-3_5-dienoyl-ACP_c0	1.2429	0.10695	2	2.5399	0.46579
cpdUS7[c0]	trans-delta-3-cis-delta-7-tetradecenoyl-ACP_c0	1.2429	0.10695	2	2.5399	0.46579
cpd11470[c0]	Octanoyl-ACP_c0	1.2372	0.108	4	2.1822	0.093112
cpd02678[c0]	N-Formyl-GAR_c0	1.2257	0.11016	2	2.5234	0.68737
cpd02921[c0]	SAICAR_c0	1.2077	0.11358	3	2.2865	0.83041
cpdLipAcodp1[c0]	oligosaccharide_dephosphorylated_c0	1.2058	0.11394	3	2.285	1.3328
cpd24425[c0]	methyl beta-D-xylopyranoside_c0	1.2001	0.11506	4	2.1569	1.5118
cpd02498[c0]	2_3_Dihydroxy_isovalerate_c0	1.1941	0.11622	2	2.4931	1.2624
cpd02535[c0]	2_3_Dihydroxy_3_methylvalerate_c0	1.1941	0.11622	2	2.4931	1.2624
cpd00012[c0]	PPi_c0	1.1901	0.117	45	1.5791	1.1414
cpd00971[c0]	Na+_c0	1.1838	0.11825	6	1.9963	1.2582
cpd00971[e0]	Na+_e0	1.1838	0.11825	6	1.9963	1.2582
cpd11479[c0]	D-3-Hydroxyhexanoyl-[acp]_c0	1.1819	0.11862	3	2.2663	0.58459
cpd11480[c0]	D-3-Hydroxydodecanoyl-[acp]_c0	1.1819	0.11862	3	2.2663	0.58459
cpd11481[c0]	R-3-hydroxypalmitoyl-acyl-carrierprotein-_c0	1.1819	0.11862	3	2.2663	0.58459
cpd11482[c0]	(R)-3-Hydroxydecanoyl-[acyl-carrier protein]_c0	1.1819	0.11862	3	2.2663	0.58459
cpd11483[c0]	(R)-3-Hydroxyoctanoyl-[acyl-carrier protein]_c0	1.1819	0.11862	3	2.2663	0.58459
cpd11571[c0]	3-Hydroxyoctodecanoyl-ACP_c0	1.1819	0.11862	3	2.2663	0.58459
cpd03586[c0]	kdo2-lipid iva_c0	1.179	0.11919	2	2.4786	1.0339
cpd11467[c0]	(2E)-Tetradecenoyl-[acp]_c0	1.1746	0.12008	3	2.2606	0.58524
cpd11469[c0]	(2E)-Dodecenoyl-[acp]_c0	1.1746	0.12008	3	2.2606	0.58524
cpd11471[c0]	(2E)-Octenoyl-[acp]_c0	1.1746	0.12008	3	2.2606	0.58524
cpd11473[c0]	(2E)-Hexenoyl-[acp]_c0	1.1746	0.12008	3	2.2606	0.58524
cpd11475[c0]	2E_Decenoyl_acp_c0	1.1746	0.12008	3	2.2606	0.58524
cpd11477[c0]	(2E)-Hexadecenoyl-[acp]_c0	1.1746	0.12008	3	2.2606	0.58524
cpd11572[c0]	trans-Octodec-2-enoyl-ACP_c0	1.1746	0.12008	3	2.2606	0.58524
cpd03049p[c0]	2_Hydroxyethyl_ThPP_pyruvate dehydrogenase_c0	1.1671	0.12158	2	2.4672	0.47785
cpd00626[c0]	dTDPglucose_c0	1.1569	0.12366	2	2.4573	0.092966
cpd02893[c0]	5'-Phosphoribosyl-4-carboxy-5-aminoimidazole_c0	1.1466	0.12578	4	2.1206	0.81455
cpd03584[c0]	UDP-3-O-(beta-hydroxymyristoyl)-D-glucosamine_c0	1.1388	0.12739	1	2.8954	0
cpd00039[c0]	L_Lysine_c0	1.1377	0.12763	9	1.856	0.81964
cpd01716[c0]	3_Dehydroshikimate_c0	1.137	0.12776	2	2.4383	0.23599
cpd00497[c0]	XMP_c0	1.1359	0.128	7	1.9247	1.3946
cpd00154[e0]	Xylose_e0	1.1288	0.1295	6	1.9659	1.2034
cpd00185[c0]	D-arabinose_c0	1.1159	0.13224	5	2.0188	1.1229
cpd00297[c0]	dTDP_c0	1.1146	0.13252	3	2.2137	1.0793
cpd00023[e0]	L-Glutamate_e0	1.1135	0.13275	8	1.8718	0.87477
cpd00033[e0]	Glycine_e0	1.1135	0.13275	8	1.8718	0.87477
cpd00035[e0]	L-Alanine_e0	1.1135	0.13275	8	1.8718	0.87477
cpd00039[e0]	L-Lysine_e0	1.1135	0.13275	8	1.8718	0.87477
cpd00051[e0]	L-Arginine_e0	1.1135	0.13275	8	1.8718	0.87477
cpd00053[e0]	L_Glutamine_c0	1.1135	0.13275	8	1.8718	0.87477
cpd00060[e0]	L-Methionine_e0	1.1135	0.13275	8	1.8718	0.87477
cpd00064[e0]	Ornithine_e0	1.1135	0.13275	8	1.8718	0.87477
cpd00065[e0]	L_Tryptophan_e0	1.1135	0.13275	8	1.8718	0.87477
cpd00066[e0]	L-Phenylalanine_e0	1.1135	0.13275	8	1.8718	0.87477
cpd00069[e0]	L-Tyrosine_e0	1.1135	0.13275	8	1.8718	0.87477
cpd00084[e0]	L-Cysteine_e0	1.1135	0.13275	8	1.8718	0.87477
cpd00107[e0]	L-Leucine_e0	1.1135	0.13275	8	1.8718	0.87477
cpd00117[e0]	D-Alanine_e0	1.1135	0.13275	8	1.8718	0.87477
cpd00119[c0]	L_Histidine_c0	1.1135	0.13275	8	1.8718	0.87477
cpd00119[e0]	L-Histidine_e0	1.1135	0.13275	8	1.8718	0.87477
cpd00129[e0]	L-Proline_e0	1.1135	0.13275	8	1.8718	0.87477
cpd00132[e0]	L-Asparagine_e0	1.1135	0.13275	8	1.8718	0.87477
cpd00156[e0]	L-Valine_e0	1.1135	0.13275	8	1.8718	0.87477
cpd00161[e0]	L-Threonine_e0	1.1135	0.13275	8	1.8718	0.87477
cpd00322[e0]	L-Isoleucine_e0	1.1135	0.13275	8	1.8718	0.87477
cpd01293[c0]	5-Oxoproline_c0	1.1135	0.13275	8	1.8718	0.87477
cpd01293[e0]	5-Oxoproline_e0	1.1135	0.13275	8	1.8718	0.87477
cpd00070[c0]	Malonyl_CoA_c0	1.1128	0.1329	6	1.9571	0.873
cpd11485[c0]	3-oxohexadecanoyl-acp_c0	1.1043	0.13473	3	2.2057	0.10676
cpd11486[c0]	3-Oxohexanoyl-[acp]_c0	1.1043	0.13473	3	2.2057	0.10676
cpd11487[c0]	3-oxodecanoyl-acp_c0	1.1043	0.13473	3	2.2057	0.10676
cpd11489[c0]	3-oxododecanoyl-acp_c0	1.1043	0.13473	3	2.2057	0.10676
cpd11490[c0]	3-oxooctanoyl-acp_c0	1.1043	0.13473	3	2.2057	0.10676
cpd11491[c0]	3-oxotetradecanoyl-acp_c0	1.1043	0.13473	3	2.2057	0.10676
cpd11570[c0]	3-Oxooctodecanoyl-ACP_c0	1.1043	0.13473	3	2.2057	0.10676
cpdUS5[c0]	3-oxo-cis-delta-7-tetradecenoyl-ACP_c0	1.1043	0.13473	3	2.2057	0.10676
cpdUS9[c0]	3-oxo-cis-delta-9-hexadecenoyl-ACP_c0	1.1043	0.13473	3	2.2057	0.10676
cpd00065[c0]	L_Tryptophan_c0	1.1028	0.13506	10	1.8132	0.99269
cpdLPS2[c0]	3-acetimidoylamino-3-deoxy-d-gluco-hexuronic acid_c0	1.1007	0.13551	7	1.9067	0.83427
cpd11464[c0]	Butyryl-ACP_c0	1.097	0.13633	3	2.2	0.10544
cpd11466[c0]	Myristoyl-ACP_c0	1.097	0.13633	3	2.2	0.10544
cpd11468[c0]	Dodecanoyl-ACP_c0	1.097	0.13633	3	2.2	0.10544
cpd11472[c0]	Hexanoyl-ACP_c0	1.097	0.13633	3	2.2	0.10544
cpd11474[c0]	Decanoyl-ACP_c0	1.097	0.13633	3	2.2	0.10544
cpdUS4[c0]	(5Z)-dodec-5-enoyl-ACP_c0	1.097	0.13633	3	2.2	0.10544
cpdUS8[c0]	cis-delta-7-tetradecenoyl-ACP_c0	1.097	0.13633	3	2.2	0.10544
cpd01710[c0]	2_Isopropylmaleate_c0	1.0939	0.13701	2	2.3969	0.0019134
cpd15380[c0]	5'-deoxyribose_c0	1.0884	0.13821	1	2.827	0
cpd00198[c0]	D_Xylulose5_phosphate_c0	1.0835	0.13928	2	2.387	1.048
cpd00005[c0]	NADPH_c0	1.0825	0.13951	50	1.5489	1.5097
cpd00295[c0]	dGDP_c0	1.0688	0.14259	3	2.1779	1.9281
cpd00207[e0]	Guanine_e0	1.0616	0.14421	3	2.1723	0.43257
cpd00307[e0]	Cytosine_e0	1.0616	0.14421	3	2.1723	0.43257
cpd00311[e0]	Guanosine_e0	1.0616	0.14421	3	2.1723	0.43257
cpd00367[e0]	Cytidine_e0	1.0616	0.14421	3	2.1723	0.43257
cpd03914[c0]	Cob(II)yrinate diamide_c0	1.0615	0.14423	5	1.9858	1.4479
cpd00093[c0]	Anthranilate_c0	1.0566	0.14534	2	2.3612	0.45686
cpd00107[c0]	L_Leucine_c0	1.0506	0.14673	10	1.7908	0.79626
cpd00156[c0]	L_Valine_c0	1.0506	0.14673	10	1.7908	0.79626
cpd00322[c0]	L_Isoleucine_c0	1.0506	0.14673	10	1.7908	0.79626
cpd00356[c0]	dCTP_c0	1.0341	0.15054	3	2.1508	1.2213
cpd00358[c0]	dUTP_c0	1.0299	0.15154	3	2.1475	1.2259
cpd00126[c0]	GMP_c0	1.0282	0.15193	8	1.8309	1.3002
cpd00103[c0]	PRPP_c0	1.0229	0.15318	12	1.7426	0.97943
cpd00216[c0]	Chorismate_c0	1.0216	0.15349	4	2.0356	0.75103
cpd03494[c0]	Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine_c0	1.021	0.15363	2	2.3269	1.1037
cpd00272[c0]	GDP-L-fucose_c0	1.0157	0.15488	2	2.3219	0.94974
cpdLipAcodp3[c0]	oligosaccharide_dephosphorylated_GalA added_oxidised_c0	1.0128	0.15557	2	2.3191	0.94581
cpd11492a[c0]	Malonyl_acyl_carrier_protein_XL_c0	1.003	0.15794	4	2.0229	1.1037
cpd02964[c0]	UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2-6-diaminopimelate_c0	0.99454	0.15998	2	2.3016	0.36751
cpd00286[c0]	Undecaprenylphosphate_c0	0.98079	0.16335	3	2.1092	2.1035
cpd03919[c0]	Adenosyl cobinamide phosphate_c0	0.9588	0.16883	1	2.6514	0
cpd03920[c0]	Adenosylcobinamide-GDP_c0	0.9588	0.16883	1	2.6514	0
cpd00738[c0]	phosphoserine_c0	0.95783	0.16907	2	2.2663	0.28144
cpdUS1[c0]	(5Z)-3-oxo-docec-5-enoyl-ACP_c0	0.95513	0.16976	2	2.2637	0.050903
cpd00213[c0]	Lipoamide_c0	0.95472	0.16986	5	1.921	0.77447
cpd08287[c0]	4--cytidine5-diphospho-2-C-methyl-D-erythritol_c0	0.95045	0.17094	1	2.6401	0
cpd08288[c0]	2-phospho-4--cytidine5-diphospho-2-C-methyl-D-erythritol_c0	0.95045	0.17094	1	2.6401	0
cpd00343[c0]	N-Carbamoyl-L-aspartate_c0	0.93763	0.17422	3	2.0754	0.24909
cpd00117[c0]	D-Alanine_c0	0.92933	0.17636	10	1.7388	0.86277
cpd11488[c0]	Acetoacetyl-ACP_c0	0.92638	0.17712	2	2.2361	0.011885
cpd00873[c0]	Nicotinate ribonucleotide_c0	0.92188	0.17829	4	1.9678	0.88375
cpd00822[c0]	O_Succinyl_L_homoserine_c0	0.91414	0.18032	2	2.2244	0.32058
cpd00041[e0]	L-Aspartate_e0	0.9099	0.18144	9	1.7532	0.89218
cpd00161[c0]	L_Threonine_c0	0.89297	0.18594	13	1.678	0.93263
cpd00415[c0]	Quinol_c0	0.88826	0.1872	1	2.5558	0
cpd01553[c0]	Saligenin_c0	0.88826	0.1872	1	2.5558	0
cpd00281[c0]	GABA_c0	0.87923	0.18964	7	1.7932	1.2142
cpd00018[c0]	AMP_c0	0.87353	0.19119	16	1.6352	1.2913
cpd02210[c0]	Indoleglycerol_phosphate_c0	0.86197	0.19435	3	2.0163	1.5038
cpd03091[c0]	5'-Deoxyadenosine_c0	0.86148	0.19449	2	2.1739	0.92376
cpdNF[c0]	Nod factor_c0	0.85603	0.19599	1	2.5121	0
cpdNF[e0]	Nod factor_e0	0.85603	0.19599	1	2.5121	0
cpd00016[c0]	Pyridoxal 5-phosphate	0.85352	0.19669	1	2.5087	0
cpd00478[c0]	Pyridoxine phosphate_c0	0.85352	0.19669	1	2.5087	0
cpd00066[c0]	L_Phenylalanine_c0	0.84738	0.19839	9	1.725	0.92916
cpdUS13[c0]	3-oxo-cis-vacc-11-enoyl-ACP_c0	0.84568	0.19887	2	2.1587	0.097651
cpd00836[c0]	S_Acetyldihydrolipoamide_c0	0.84025	0.20038	3	1.9993	0.87799
cpdUS12[c0]	palmitoleoyl-ACP_c0	0.83673	0.20137	2	2.1501	0.085504
cpd00060[c0]	L_Methionine_c0	0.8295	0.20341	11	1.6812	0.81255
cpd00053[c0]	L_Glutamine_c0	0.82588	0.20444	22	1.5805	1.4963
cpd00427[c0]	L-Arabinonate_c0	0.82096	0.20583	2	2.135	0.27816
cpd00651[c0]	D-arabinonate_c0	0.82096	0.20583	2	2.135	0.27816
cpd00020[c0]	Pyruvate_c0	0.81757	0.2068	30	1.5439	1.3596
cpd00132[c0]	L-Asparagine_e0	0.81321	0.20805	9	1.7096	0.95194
cpd00125[c0]	5_10_Methylenetetrahydrofolate_c0	0.80312	0.21095	6	1.7858	1.367
cpd01419[c0]	(S)-2-ureidoglycine_c0	0.79463	0.21342	1	2.4288	0
cpd00091[c0]	UMP_c0	0.77568	0.21897	10	1.673	1.4617
cpd00284[c0]	6_Phospho_D_gluconate_c0	0.77031	0.22056	3	1.9446	1.3863
cpdNFIM11[c0]	Oxo_acyl_NodF_14_1_reduced_dehydrated_c0	0.76658	0.22167	2	2.0828	1.1123
cpdNFIM14[c0]	Oxo_acyl_NodF_16_2_reduced_dehydrated_c0	0.76658	0.22167	2	2.0828	1.1123
cpdNFIM17[c0]	Oxo_acyl_NodF_18_3_reduced_dehydrated_c0	0.76658	0.22167	2	2.0828	1.1123
cpd00712[c0]	2-Dehydropantoate_c0	0.76558	0.22196	2	2.0818	1.844
cpd00477[c0]	N_Acetyl_L_glutamate_c0	0.76467	0.22223	2	2.0809	0.065249
cpd00482[c0]	2_Phospho_D_glycerate_c0	0.76283	0.22278	4	1.8596	2.06
cpd00294[c0]	dAMP_c0	0.7481	0.2272	5	1.7956	1.1351
cpd01977[c0]	4_Phospho_L_aspartate_c0	0.74424	0.22837	2	2.0613	0.69897
cpd00242[c0]	H2CO3_c0	0.7378	0.23032	11	1.6437	1.0225
cpd03913[c0]	Hydrogenobyrinate diamide_c0	0.72334	0.23474	4	1.8327	1.6245
cpd00179[c0]	Maltose_c0	0.71415	0.23757	1	2.3197	0
cpd20885[c0]	Turanose_c0	0.71415	0.23757	1	2.3197	0
cpd00438[c0]	Deoxyadenosine_c0	0.70739	0.23966	3	1.8954	1.4735
cpdEPS[e0]	exopolysaccharides_e0	0.70549	0.24025	4	1.8206	1.0099
cpd02140[c0]	AIR_c0	0.70137	0.24154	3	1.8907	0.57468
cpd00911[c0]	6_phospho_D_glucono_1_5_lactone_c0	0.70019	0.24191	2	2.0191	0.88366
cpd12489[c0]	cis-3-Decenoyl-ACP_c0	0.68124	0.24786	2	2.0009	0.42264
cpd02069[c0]	3_Phosphonooxypyruvate_c0	0.67326	0.25039	2	1.9932	0.66767
cpd00048[e0]	Sulfate_e0	0.66792	0.25209	3	1.8646	1.1824
