REPORTER METABOLITES USING TEST TYPE: all
ID	NAME	Z-SCORE	P-VALUE	NUMBER OF NEIGHBOURS	AVERAGE Z-SCORE	STD Z-SCORE
cpd00103[c0]	PRPP_c0	-0.86352	0.80607	11	1.5078	1.3388
cpd00797[c0]	R_3_Hydroxybutanoate_c0	-0.86837	0.8074	4	1.2743	1.0862
cpd00220[c0]	Riboflavin_c0	-0.87978	0.81051	2	1.0273	0.076542
cpd00932[c0]	5_O__1_Carboxyvinyl_3_phosphoshikimate_c0	-0.88148	0.81097	1	0.67299	0
cpd00042[c0]	GSH_c0	-0.89184	0.81376	7	1.4075	1.7014
cpd00171[c0]	D_Ribulose5_phosphate_c0	-0.89326	0.81414	7	1.4068	1.1443
cpd00201[c0]	10-Formyltetrahydrofolate_c0	-0.89517	0.81465	2	1.0128	2.3501
cpd00447[c0]	Betaine aldehyde_c0	-0.90727	0.81787	3	1.1564	0.91237
cpd00540[c0]	BET_c0	-0.90727	0.81787	3	1.1564	0.91237
cpd00017[c0]	S-Adenosyl-L-methionine_c0	-0.92574	0.82271	9	1.4451	1.0589
cpd00755[c0]	Hydroxymethylbilane_c0	-0.92766	0.82321	2	0.98203	3.3785
cpd00843[c0]	Tartronate semialdehyde_c0	-0.92882	0.82351	2	0.98094	0.5226
cpd00751[e0]	L-Fucose_e0	-0.95042	0.82905	7	1.378	1.3084
cpd00197[e0]	Protocatechuate_e0	-0.95519	0.83026	3	1.1195	1.3614
cpd00248[c0]	L-quinate_c0	-0.95519	0.83026	3	1.1195	1.3614
cpd00248[e0]	L-quinate_e0	-0.95519	0.83026	3	1.1195	1.3614
cpd00382[c0]	Melitose_c0	-0.9559	0.83044	1	0.57331	0
cpd00382[e0]	Melitose_e0	-0.9559	0.83044	1	0.57331	0
cpd03198[c0]	Melibiose_c0	-0.9559	0.83044	1	0.57331	0
cpd03198[e0]	Melibiose_e0	-0.9559	0.83044	1	0.57331	0
cpd00485[c0]	D-Mannose1-phosphate_c0	-0.96217	0.83202	1	0.5649	0
cpd00931[c0]	5-Amino-6--5-phosphoribosylaminouracil_c0	-0.96593	0.83296	1	0.55987	0
cpd02557[c0]	Farnesylfarnesylgeraniol_c0	-0.97401	0.83498	2	0.93821	0.85281
cpd00142[c0]	Acetoacetate_c0	-0.97584	0.83543	3	1.1036	1.0332
cpd00288[c0]	D-Glucosamine phosphate_c0	-0.9779	0.83594	5	1.2727	1.5968
cpd01017[c0]	Cys-Gly_c0	-0.97944	0.83632	3	1.1008	1.1589
cpd00338[e0]	5-Aminolevulinate_e0	-0.98249	0.83707	2	0.9302	1.265
cpd00086[c0]	Propionyl-CoA_c0	-0.98765	0.83834	5	1.2668	0.68334
cpd00208[c0]	LACT_c0	-0.99801	0.84086	3	1.0865	1.6084
cpd02274[c0]	Methyl beta-D-galactoside_c0	-0.99801	0.84086	3	1.0865	1.6084
cpd04349[c0]	Lactulose_c0	-0.99801	0.84086	3	1.0865	1.6084
cpd24416[c0]	methyl alpha-D-galactoside_c0	-0.99801	0.84086	3	1.0865	1.6084
cpd24453[c0]	3-O-b-D-galactopyranosyl-D-arabinose_c0	-0.99801	0.84086	3	1.0865	1.6084
cpd00020[c0]	Pyruvate_c0	-0.99855	0.84099	29	1.6081	1.4337
cpd02182[c0]	(R)-S-Lactoylglutathione_c0	-0.99928	0.84117	2	0.91432	0.44794
cpd00259[c0]	D-Lyxulose_c0	-1.0005	0.84146	3	1.0846	1.5391
cpd03832[c0]	Hydrogenobyrinate_c0	-1.0013	0.84166	2	0.91242	3.2858
cpd00079[c0]	D_glucose_6_phosphate_c0	-1.0049	0.84253	4	1.1826	1.3677
cpd00135[c0]	Homocysteine_c0	-1.0089	0.84348	3	1.0781	1.3405
cpd00338[c0]	5-Aminolevulinate_c0	-1.0143	0.84478	4	1.1763	0.87678
cpdSL23[c0]	1-cis-vaccenoyl-2-steric-sn-glycerol_c0	-1.0154	0.84504	1	0.49363	0
cpdSL24[c0]	Sulfoquinovosyl-1-cis-vaccenoyl-steric-sn-glycerol_c0	-1.0154	0.84504	1	0.49363	0
cpdSL7[c0]	1-cis-vaccenoyl-2-palmitic_c0	-1.0154	0.84504	1	0.49363	0
cpd02979[c0]	phosphoribosylformiminoaicar_phosphate_c0	-1.0201	0.84616	1	0.48728	0
cpd00653[c0]	D-Galactonate_c0	-1.0224	0.84671	3	1.0677	1.0033
cpd00650[c0]	Crotonyl-CoA_c0	-1.0444	0.85184	4	1.1561	1.0321
cpd00009[e0]	Phosphate_e0	-1.0494	0.85301	2	0.86693	0.292
cpd10516[c0]	Fe+3_c0	-1.0525	0.85371	8	1.359	0.74295
cpd00249[e0]	Uridine_e0	-1.057	0.85474	1	0.43791	0
cpd03834[c0]	Precorrin 4_c0	-1.0657	0.85672	2	0.85152	0.60264
cpd03833[c0]	Precorrin 3B_c0	-1.0663	0.85686	1	0.42539	0
cpd02720[c0]	5-Amino-6--5-phosphoribitylaminouracil_c0	-1.0712	0.85796	2	0.84632	0.4051
cpd03884[c0]	D-Psicose_c0	-1.0813	0.86023	1	0.40526	0
cpd03884[e0]	D-Psicose_e0	-1.0813	0.86023	1	0.40526	0
cpd00100[e0]	Glycerol_e0	-1.0843	0.86088	6	1.2638	1.0258
cpd11478a[c0]	R_3_Hydroxybutanoyl_acyl_carrier_proteinXL_c0	-1.0957	0.8634	2	0.82313	1.1411
cpd11479a[c0]	D_3_Hydroxyhexanoyl_acpXL_c0	-1.0957	0.8634	2	0.82313	1.1411
cpd11480a[c0]	D_3_Hydroxydodecanoyl_acpXL_c0	-1.0957	0.8634	2	0.82313	1.1411
cpd11481a[c0]	R_3_hydroxypalmitoyl_acyl_carrierprotein_XL_c0	-1.0957	0.8634	2	0.82313	1.1411
cpd11482a[c0]	R_3_Hydroxydecanoyl_acyl_carrier_proteinXL_c0	-1.0957	0.8634	2	0.82313	1.1411
cpd11483a[c0]	R_3_Hydroxyoctanoyl_acyl_carrier_proteinXL_c0	-1.0957	0.8634	2	0.82313	1.1411
cpd11484a[c0]	HMAXL_c0	-1.0957	0.8634	2	0.82313	1.1411
cpd11571a[c0]	3_Hydroxyoctodecanoyl_ACPXL_c0	-1.0957	0.8634	2	0.82313	1.1411
cpdVLCFA10[c0]	3_Hydroxy_C24_ACPXL_c0	-1.0957	0.8634	2	0.82313	1.1411
cpdVLCFA14[c0]	3_Hydroxy_C26_ACPXL_c0	-1.0957	0.8634	2	0.82313	1.1411
cpdVLCFA2[c0]	3_Hydroxy_C20_ACPXL_c0	-1.0957	0.8634	2	0.82313	1.1411
cpdVLCFA6[c0]	3_Hydroxy_C22_ACPXL_c0	-1.0957	0.8634	2	0.82313	1.1411
cpd00128[c0]	Adenine_c0	-1.0966	0.86358	6	1.2571	1.8476
cpd03495[c0]	Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala_c0	-1.097	0.86367	1	0.38432	0
cpd15665[c0]	Peptidoglycan polymer (n subunits)_c0	-1.097	0.86367	1	0.38432	0
cpd15666[c0]	Peptidoglycan polymer (n-1 subunits)_c0	-1.097	0.86367	1	0.38432	0
cpdSL22[c0]	1-cis-vaccenoyl-2-steric-sn-glycerol-3-phosphate_c0	-1.1176	0.86814	1	0.35666	0
cpd03279[c0]	Deoxyinosine_c0	-1.1194	0.86851	1	0.35434	0
cpd00136[c0]	4-Hydroxybenzoate_c0	-1.1337	0.87153	1	0.33518	0
cpd03443[c0]	3-Octaprenyl-4-hydroxybenzoate_c0	-1.1337	0.87153	1	0.33518	0
cpd03189[c0]	3_Carboxy_1_hydroxypropyl_ThPP_c0	-1.1673	0.87845	1	0.29011	0
cpd00202[c0]	DMAPP_c0	-1.1737	0.87975	2	0.74938	1.0864
cpd00029[e0]	Acetate_e0	-1.1828	0.88156	1	0.26933	0
cpd00139[e0]	Glycolate_e0	-1.1828	0.88156	1	0.26933	0
cpd00141[e0]	Propionate_e0	-1.1828	0.88156	1	0.26933	0
cpd00159[e0]	L-Lactate_e0	-1.1828	0.88156	1	0.26933	0
cpd00101[c0]	ribose_5_phosphate_c0	-1.1893	0.88284	7	1.2576	1.6006
cpd00891[c0]	L-methylmalonyl-CoA_c0	-1.201	0.88513	1	0.24493	0
cpd03091[c0]	5'-Deoxyadenosine_c0	-1.2095	0.88676	2	0.7156	3.4851
cpd08301[c0]	2-C-methyl-D-erythritol2-4-cyclodiphosphate_c0	-1.2161	0.88803	2	0.7093	0.67279
cpd00142[e0]	Acetoacetate_e0	-1.2176	0.88832	2	0.70789	1.0934
cpd00797[e0]	R_3_Hydroxybutanoate_e0	-1.2176	0.88832	2	0.70789	1.0934
cpd07061[c0]	Stachydrine_c0	-1.2223	0.8892	7	1.241	1.2875
cpd00956[c0]	1_2_carboxyphenylamino_1_deoxyribulose_5_phosphate_c0	-1.2257	0.88984	2	0.70028	0.017008
cpd00019[c0]	S-Adenosyl-homocysteine	-1.2469	0.89378	8	1.267	0.81987
cpdFe4S4[c0]	iron-sulfur-cluster_c0	-1.2488	0.89413	2	0.67843	1.7566
cpd00095[c0]	Glycerone_phosphate_c0	-1.2514	0.89461	11	1.3517	1.5544
cpd07061[e0]	Stachydrine_e0	-1.2631	0.89673	6	1.1659	1.3935
cpd00093[c0]	Anthranilate_c0	-1.2654	0.89714	2	0.66271	0.23309
cpd00873[c0]	Nicotinate ribonucleotide_c0	-1.2751	0.89887	4	1.0013	1.6396
cpd00858[c0]	L-Glutamate5-semialdehyde_c0	-1.3194	0.90649	2	0.61164	2.5473
cpd00094[c0]	2_Oxobutyrate_c0	-1.3215	0.90683	2	0.6097	1.2754
cpd02642[c0]	N_5_phosphoribosyl_anthranilate_c0	-1.3391	0.90973	2	0.59307	0.1346
cpd00138[c0]	D-Mannose_c0	-1.3401	0.9099	5	1.0568	2.1803
cpd00138[e0]	D-Mannose_e0	-1.3401	0.9099	5	1.0568	2.1803
cpd00205[c0]	K+_c0	-1.3449	0.91068	2	0.58753	1.0835
cpd00205[e0]	K+_e0	-1.3449	0.91068	2	0.58753	1.0835
cpd00519[c0]	D-methylmalonyl-CoA_c0	-1.3524	0.91188	4	0.94941	0.80732
cpd00293[c0]	N-Acetyl-D-glucosamine 6-phosphate_c0	-1.3658	0.914	2	0.56782	2.7244
cpd00076[c0]	Sucrose_c0	-1.3972	0.91882	4	0.91937	1.0274
cpd01262[c0]	Amylotriose_c0	-1.3972	0.91882	4	0.91937	1.0274
cpd00100[c0]	Glycerol_c0	-1.4143	0.92136	8	1.1878	0.95569
cpd02978[c0]	7_8-Dihydroneopterin 3'-triphosphate_c0	-1.457	0.92744	1	-0.097961	0
cpd03518[c0]	Formamidopyrimidine nucleoside triphosphate_c0	-1.457	0.92744	1	-0.097961	0
cpd03519[c0]	2_5-Diaminopyrimidine nucleoside triphosphate_c0	-1.457	0.92744	1	-0.097961	0
cpd03666[c0]	2_5-Diamino-6-(5'-triphosphoryl-3'_4'-trihydroxy-2'-oxopentyl)- amino-4-oxopyrimidine_c0	-1.457	0.92744	1	-0.097961	0
cpd00076[e0]	Sucrose_e0	-1.4599	0.92784	3	0.7304	1.17
cpd01262[e0]	Amylotriose_e0	-1.4599	0.92784	3	0.7304	1.17
cpd00122[c0]	N-Acetyl-D-glucosamine_c0	-1.474	0.92975	3	0.71954	1.5745
cpd00851[c0]	trans-4-Hydroxy-L-proline_c0	-1.4795	0.9305	3	0.71525	2.4274
cpd00229[c0]	Glycolaldehyde_c0	-1.4857	0.93133	1	-0.13648	0
cpd00334[c0]	L-Lactaldehyde_c0	-1.4857	0.93133	1	-0.13648	0
cpd00120[c0]	Butyryl-CoA_c0	-1.4941	0.93242	1	-0.14761	0
cpd01966[c0]	Dimethylacryloyl-CoA_c0	-1.4941	0.93242	1	-0.14761	0
cpd00008[c0]	ADP_c0	-1.513	0.93486	181	1.707	1.3785
cpd00012[c0]	PPi_c0	-1.522	0.93599	43	1.5472	1.4181
cpd00957[c0]	2_5-Diamino-6-(5'-phosphoribosylamino)-4-pyrimidineone_c0	-1.5692	0.9417	2	0.37551	0.26072
cpd02143[c0]	D-Galactono-1_4-lactone_c0	-1.5734	0.94219	3	0.64289	0.8689
cpd00655[c0]	Dephospho-CoA_c0	-1.607	0.94598	1	-0.29898	0
cpd00834[c0]	Phosphopantetheine_c0	-1.607	0.94598	1	-0.29898	0
cpd00157[c0]	Glycerone_c0	-1.613	0.94663	2	0.33409	1.4943
cpd00276[c0]	GLUM_c0	-1.6205	0.94744	4	0.76948	1.2894
cpd00258[c0]	D-Ribulose_c0	-1.6234	0.94774	1	-0.32082	0
cpd00417[c0]	L-Lyxitol_c0	-1.6234	0.94774	1	-0.32082	0
cpdADO1P[c0]	Adonitol 1-phosphate	-1.6234	0.94774	1	-0.32082	0
cpdARA1P[c0]	L-arabitol 1-phosphate	-1.6234	0.94774	1	-0.32082	0
cpd00044[c0]	3_phosphoadenylylsulfate_c0	-1.6676	0.95231	1	-0.38014	0
cpd00193[c0]	APS_c0	-1.6676	0.95231	1	-0.38014	0
cpd00722[c0]	O_Acetyl_L_serine_c0	-1.6939	0.95486	2	0.2576	0.15011
cpd01777[c0]	Phosphoribosyl_AMP_c0	-1.7016	0.95558	1	-0.42564	0
cpd00330[c0]	Dihydrofolate_c0	-1.7134	0.95668	2	0.2392	1.343
cpd00683[c0]	Dihydropteroate_c0	-1.7391	0.95899	2	0.21484	1.3085
cpd00208[e0]	LACT_e0	-1.7704	0.96167	2	0.1853	0.54873
cpd02274[e0]	Methyl beta-D-galactoside_e0	-1.7704	0.96167	2	0.1853	0.54873
cpd04349[e0]	Lactulose_e0	-1.7704	0.96167	2	0.1853	0.54873
cpd24416[e0]	methyl alpha-D-galactoside_e0	-1.7704	0.96167	2	0.1853	0.54873
cpd24453[e0]	3-O-b-D-galactopyranosyl-D-arabinose_e0	-1.7704	0.96167	2	0.1853	0.54873
cpd00105[c0]	D-Ribose_c0	-1.7895	0.96324	4	0.65604	2.0829
cpd00588[c0]	Sorbitol_c0	-1.8101	0.96486	1	-0.57093	0
cpd01307[c0]	D-Lyxitol_c0	-1.8101	0.96486	1	-0.57093	0
cpd00233[c0]	(6R)-L-erythro-5_6_7_8-tetrahydrobiopterin_c0	-1.8252	0.96602	1	-0.59125	0
cpd08615[c0]	1-Hydroxy-2-methyl-2-butenyl 4-diphosphate_c0	-1.8528	0.96805	2	0.10737	0.17847
cpd00347[c0]	5-10-Methenyltetrahydrofolate_c0	-1.8684	0.96914	1	-0.64905	0
cpd00347b[c0]	5_10_Methenyltetrahydrofolate_c0	-1.8684	0.96914	1	-0.64905	0
cpd00081[c0]	Sulfite_c0	-1.8866	0.97039	1	-0.67349	0
cpd00038[c0]	GTP_c0	-1.8901	0.97063	6	0.82263	1.1087
cpd00449c[c0]	Dihydrolipoamide_c0	-1.9049	0.9716	1	-0.69799	0
cpd00481[c0]	Isobutyryl-CoA_c0	-1.9049	0.9716	1	-0.69799	0
cpd00760[c0]	2-Methylbutyryl-CoA_c0	-1.9049	0.9716	1	-0.69799	0
cpd02700[c0]	S-(2-Methylpropionyl)-dihydrolipoamide_c0	-1.9049	0.9716	1	-0.69799	0
cpd14699[c0]	S-(3-Methylbutanoyl)-dihydrolipoamide-E_c0	-1.9049	0.9716	1	-0.69799	0
cpd14703[c0]	S-(2-Methylbutanoyl)-dihydrolipoamide-E_c0	-1.9049	0.9716	1	-0.69799	0
cpd00589[c0]	D-Tagatose_c0	-1.9252	0.9729	3	0.37166	0.53314
cpd00589[e0]	D-Tagatose_e0	-1.9252	0.9729	3	0.37166	0.53314
cpd08210[c0]	ADC_c0	-1.9377	0.97367	1	-0.74195	0
cpd00034[c0]	Zn2+_c0	-1.9419	0.97393	1	-0.74761	0
cpd00034[e0]	Zn2+_e0	-1.9419	0.97393	1	-0.74761	0
cpd02886[c0]	UDP-3-O-(beta-hydroxymyristoyl)-N-acetylglucosamine_c0	-1.9763	0.97594	1	-0.79361	0
cpd00139[c0]	Glycolate_c0	-1.9766	0.97596	3	0.33201	0.50276
cpd02235[c0]	1-Pyrroline-2-carboxylate_c0	-2.0026	0.97739	1	-0.82891	0
cpd08358[c0]	UDP-6-sulfoquinovose_c0	-2.0615	0.98037	2	-0.089929	0.82528
cpd00002[c0]	ATP_c0	-2.0891	0.98165	195	1.656	1.3794
cpd00216[c0]	Chorismate_c0	-2.1286	0.98336	4	0.42848	0.78878
cpd00122[e0]	N-Acetyl-D-glucosamine_e0	-2.1439	0.98398	2	-0.16781	0.48342
cpd00276[e0]	GLUM_e0	-2.1439	0.98398	2	-0.16781	0.48342
cpd00832[c0]	N-Acetyl-D-chondrosamine_c0	-2.1439	0.98398	2	-0.16781	0.48342
cpd00832[e0]	N-Acetyl-D-chondrosamine_e0	-2.1439	0.98398	2	-0.16781	0.48342
cpd01524[c0]	D-Chondrosamine_c0	-2.1439	0.98398	2	-0.16781	0.48342
cpd01524[e0]	D-Chondrosamine_e0	-2.1439	0.98398	2	-0.16781	0.48342
cpd00383[c0]	Shikimate_c0	-2.1643	0.98478	2	-0.18714	2.1191
cpd00831[c0]	L-Rhamnulose 1-phosphate_c0	-2.2172	0.98669	2	-0.23712	0.14232
cpd00396[e0]	L-Rhamnose_e0	-2.2579	0.98802	2	-0.27561	2.0557
cpd02175[c0]	cis-4-Hydroxy-D-proline_c0	-2.2765	0.98859	4	0.32921	2.127
cpd00506[c0]	gamma_Glutamylcysteine_c0	-2.3025	0.98935	2	-0.31779	1.7165
cpdRHA1[c0]	Rhamnose_1_phosphate_c0	-2.3339	0.9902	2	-0.3475	0.013775
cpd03897[c0]	(4aS_6R)-4a-hydroxy-L-erythro-5_6_7_8-tetrahydrobiopterin_c0	-2.3682	0.99106	1	-1.3186	0
cpd01882[c0]	Isovaleryl-CoA_c0	-2.4136	0.9921	2	-0.4228	0.38918
cpd00013[c0]	NH4_c0	-2.4338	0.99253	34	1.2987	1.3133
cpd00774[c0]	UroporphyrinogenIII_c0	-2.4341	0.99254	1	-1.4069	0
cpd00386[c0]	D-Malate_c0	-2.4394	0.99265	1	-1.4141	0
cpd00638[c0]	Deamido-NAD_c0	-2.4927	0.99366	3	-0.065868	0.9986
cpd02030[c0]	3_phosphoshikimate_c0	-2.6421	0.99588	1	-1.6855	0
cpd00641[c0]	L_Histidinol_c0	-2.6784	0.9963	1	-1.7342	0
cpd00807[c0]	L_histidinol_phosphate_c0	-2.6784	0.9963	1	-1.7342	0
cpd15380[c0]	5'-deoxyribose_c0	-2.6893	0.99642	1	-1.7487	0
cpd01775[c0]	Phosphoribosyl_ATP_c0	-2.7266	0.9968	3	-0.24619	0.16007
cpd00396[c0]	L-Rhamnose_c0	-2.8001	0.99745	3	-0.30282	1.4544
cpd00231[c0]	(6R)-L-erythro-6_7-dihydrobiopterin_c0	-2.9764	0.99854	2	-0.95493	0.51433
cpd00029[c0]	Acetate_c0	-2.9801	0.99856	9	0.52874	1.1966
cpd00567[c0]	D-Proline_c0	-3.3186	0.99955	3	-0.70257	0.63166
