REPORTER METABOLITES USING TEST TYPE: all
ID	NAME	Z-SCORE	P-VALUE	NUMBER OF NEIGHBOURS	AVERAGE Z-SCORE	STD Z-SCORE
cpdNFIM8[c0]	Malonyl-NodF_c0	0.54773	0.29194	1	2.5876	0
cpd00169[c0]	3_Phosphoglycerate_c0	0.54737	0.29206	4	2.2244	1.184
cpd00104[e0]	BIOT_e0	0.54637	0.29241	3	2.2771	0.74926
cpd00731[c0]	Ala-Ala_c0	0.53934	0.29483	2	2.369	0.026851
cpd00498[c0]	2_Aceto_2_hydroxybutanoate_c0	0.53544	0.29617	2	2.3653	1.2073
cpd00668[c0]	ALCTT_c0	0.53544	0.29617	2	2.3653	1.2073
cpd00098[c0]	Choline_c0	0.53367	0.29678	3	2.2673	1.7074
cpdLipAcodp3[c0]	oligosaccharide_dephosphorylated_GalA added_oxidised_c0	0.52601	0.29944	2	2.3564	0.57954
cpd11312[c0]	hemeA_c0	0.52138	0.30105	1	2.5523	0
cpd00699[c0]	5_Dehydroquinate_c0	0.51991	0.30156	2	2.3506	1.2318
cpd00510[c0]	deoxyribose-5-phosphate_c0	0.50168	0.30795	2	2.3334	0.14007
cpdLPS1[c0]	dTDP-L-lyxo-6d-4-hexulose_c0	0.49703	0.30958	1	2.5197	0
cpd00616[c0]	Pretyrosine_c0	0.49379	0.31073	8	2.091	1.7137
cpd00295[c0]	dGDP_c0	0.46812	0.31985	3	2.2168	0.885
cpd11488[c0]	Acetoacetyl-ACP_c0	0.46684	0.32031	2	2.3004	0.021309
cpd02678[c0]	N-Formyl-GAR_c0	0.46457	0.32112	1	2.4762	0
cpd02826[c0]	5'-Phosphoribosylformylglycinamidine_c0	0.46457	0.32112	1	2.4762	0
cpd00438[c0]	Deoxyadenosine_c0	0.46084	0.32246	4	2.1663	1.2378
cpd03494[c0]	Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine_c0	0.45593	0.32422	1	2.4646	0
cpd00102[c0]	Glyceraldehyde3_phosphate_c0	0.45154	0.3258	10	2.048	0.76442
cpd00032[c0]	Oxaloacetate_c0	0.44803	0.32706	5	2.1224	1.9729
cpd00356[c0]	dCTP_c0	0.44345	0.32872	2	2.2783	1.3533
cpd00358[c0]	dUTP_c0	0.44345	0.32872	2	2.2783	1.3533
cpd01716[c0]	3_Dehydroshikimate_c0	0.43088	0.33328	2	2.2664	1.3508
cpd00027[e0]	D_Glucose_e0	0.42747	0.33452	4	2.1439	1.0735
cpd00218[c0]	Niacin_c0	0.42376	0.33587	2	2.2597	0.39557
cpd02097[c0]	L-Glutamyl 5-phosphate_c0	0.41728	0.33824	1	2.4128	0
cpd00048[e0]	Sulfate_e0	0.40685	0.34206	4	2.1301	1.7799
cpd00856[c0]	3-Carboxy-cis_cis-muconate_c0	0.40302	0.34347	1	2.3937	0
cpd03914[c0]	Cob(II)yrinate diamide_c0	0.40099	0.34421	5	2.0944	1.9493
cpdVICB2[c0]	N5-hydroxy-N5-(D-3-hydroxybutyryl)-D-ornithine_c0	0.39593	0.34608	2	2.2334	0.84999
cpd03671[c0]	D-Glucosamine1-phosphate_c0	0.3945	0.3466	1	2.3823	0
cpd02387[c0]	2-Dehydro-3-deoxy-L-fuconate_c0	0.39263	0.3473	2	2.2303	0.19142
cpd03585[c0]	KDO-lipid IV(A)_c0	0.39015	0.34821	1	2.3765	0
cpd00108[e0]	Galactose_e0	0.38689	0.34942	3	2.1542	1.0777
cpd01185[c0]	L-Fuconate_c0	0.38205	0.35121	1	2.3656	0
cpd08286[c0]	2-C-methyl-D-erythritol4-phosphate_c0	0.37623	0.35337	2	2.2148	1.4563
cpd00087[c0]	Tetrahydrofolate_c0	0.36501	0.35755	6	2.0573	0.81583
cpd00091[c0]	UMP_c0	0.35621	0.36084	7	2.0361	1.0053
cpd00025[c0]	H2O2_c0	0.34835	0.36379	7	2.0322	1.7066
cpd00004[c0]	NADH_c0	0.34744	0.36413	56	1.9168	1.2639
cpd00427[c0]	L-Arabinonate_c0	0.33105	0.3703	2	2.1721	0.68178
cpd00651[c0]	D-arabinonate_c0	0.33105	0.3703	2	2.1721	0.68178
cpd02120[c0]	Dihydrodipicolinate_c0	0.31586	0.37605	3	2.0994	0.80681
cpd00689[c0]	Porphobilinogen_c0	0.31403	0.37675	2	2.156	1.7183
cpdNMLP[c0]	N-methyl-L-proline_c0	0.31237	0.37738	2	2.1544	0.65419
cpd00581[c0]	Urocanate_c0	0.30571	0.37991	1	2.2634	0
cpd02964[c0]	UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2-6-diaminopimelate_c0	0.30068	0.38183	2	2.1433	0.29225
cpd00073[c0]	Urea_c0	0.27974	0.38984	6	2.0106	0.68971
cpdPE3[c0]	Phosphatidylserine-1-cis-vaccenoyl-2-palmitic	0.27026	0.39348	2	2.1146	0.93635
cpd00083[c0]	GDP-mannose_c0	0.26976	0.39367	5	2.0162	0.94611
cpdVICB3[c0]	N2-acetyl-N5-hydroxy-N5-(D-3-hydroxybutyryl)-ornithine_c0	0.26921	0.39388	2	2.1136	1.0194
cpd23005[c0]	N(5)-hydroxy-L-ornithine_c0	0.26712	0.39469	1	2.2117	0
cpd00055[c0]	Formaldehyde_c0	0.25845	0.39803	3	2.0551	0.4935
cpd03586[c0]	kdo2-lipid iva_c0	0.25457	0.39953	2	2.0997	0.39135
cpdNFIM12[c0]	Oxo_acyl_NodF_16_2_c0	0.25223	0.40043	4	2.0263	0.24637
cpdNFIM15[c0]	Oxo_acyl_NodF_18_3_c0	0.25223	0.40043	4	2.0263	0.24637
cpdNFIM9[c0]	Oxo_acyl_NodF_14_1_c0	0.25223	0.40043	4	2.0263	0.24637
cpdMMPE2[c0]	Monomethyl-phosphatidylethanolamine-1-cis-vaccenoyl-2-palmitic_c0	0.24717	0.40239	2	2.0928	0.80257
cpd00971[c0]	Na+_c0	0.24628	0.40273	7	1.9807	1.5314
cpd00971[e0]	Na+_e0	0.24628	0.40273	7	1.9807	1.5314
cpd00219[c0]	Prephenate_c0	0.23923	0.40546	9	1.9648	1.6471
cpd00978[c0]	dUDP_c0	0.22949	0.40924	6	1.9831	1.0258
cpd03606[c0]	2-Oxo-3-hydroxy-4-phosphobutanoate_c0	0.22474	0.41109	1	2.1549	0
cpd03607[c0]	4-(Phosphonooxy)-threonine_c0	0.22474	0.41109	1	2.1549	0
cpd00249[c0]	Uridine_c0	0.21718	0.41403	6	1.9763	1.3432
cpd00644[c0]	PAN_c0	0.21678	0.41419	1	2.1442	0
cpd02201[c0]	4-phosphopantothenate_c0	0.21678	0.41419	1	2.1442	0
cpd18011[c0]	L-Fucono-1_5-lactone_c0	0.21652	0.41429	1	2.1439	0
cpd00003[c0]	NAD_c0	0.20912	0.41718	59	1.8934	1.2765
cpd00187[c0]	Methanamine_c0	0.20396	0.41919	1	2.1271	0
cpd00246[c0]	Inosine_c0	0.19174	0.42397	6	1.9624	1.3626
cpd00508[c0]	3MOP_c0	0.19125	0.42416	3	2.0033	1.7009
cpd00186[c0]	D-Glutamate_c0	0.18825	0.42534	2	2.037	0.28633
cpdNFIM10[c0]	Oxo_acyl_NodF_14_1_reduced_c0	0.18402	0.427	6	1.9582	1.1626
cpdNFIM13[c0]	Oxo_acyl_NodF_16_2_reduced_c0	0.18402	0.427	6	1.9582	1.1626
cpdNFIM16[c0]	Oxo_acyl_NodF_18_3_reduced_c0	0.18402	0.427	6	1.9582	1.1626
cpd02656[c0]	6-7-Dimethyl-8--1-D-ribityllumazine_c0	0.18298	0.42741	2	2.0321	1.3444
cpd00040[c0]	Glyoxalate_c0	0.17635	0.43001	2	2.0258	1.6442
cpd00108[c0]	Galactose_c0	0.16438	0.43471	5	1.9534	1.192
cpd00771[c0]	N-Methyl-L-glutamate_c0	0.16372	0.43498	3	1.9821	0.80375
cpd00842[c0]	(S)-3-Hydroxybutyryl-CoA_c0	0.14491	0.44239	4	1.9543	0.91568
cpd02229[c0]	Bactoprenyl diphosphate_c0	0.1329	0.44714	3	1.9583	1.5494
cpd03916[c0]	Adenosyl cobyrinate diamide_c0	0.1307	0.44801	1	2.0289	0
cpd00006[c0]	NADP_c0	0.12918	0.44861	48	1.883	1.3781
cpd03470[c0]	Iminoaspartate_c0	0.10881	0.45668	2	1.9619	1.6147
cpd00227[c0]	L_Homoserine_c0	0.10513	0.45814	6	1.915	0.96578
cpd00817[c0]	D-Arabinose5-phosphate_c0	0.10231	0.45925	2	1.9558	0.38241
cpd02904[c0]	alpha-Ribazole 5'-phosphate_c0	0.094177	0.46248	1	1.98	0
cpd03919[c0]	Adenosyl cobinamide phosphate_c0	0.094177	0.46248	1	1.98	0
cpd03920[c0]	Adenosylcobinamide-GDP_c0	0.094177	0.46248	1	1.98	0
cpd00067[c0]	H_c0	0.094065	0.46253	403	1.8628	1.3166
cpdNF[c0]	Nod factor_c0	0.08654	0.46552	1	1.9698	0
cpdNF[e0]	Nod factor_e0	0.08654	0.46552	1	1.9698	0
cpd00366[c0]	Ribitol_c0	0.079817	0.46819	2	1.9345	3.1896
cpd24420[c0]	methyl pyruvate_c0	0.075541	0.46989	3	1.9141	0.35438
cpd24420[e0]	methyl pyruvate_e0	0.075541	0.46989	3	1.9141	0.35438
cpd02546[c0]	CMP-KDO_c0	0.073983	0.47051	5	1.8995	0.82942
cpd02820[c0]	UDP-N-acetylglucosamine enolpyruvate_c0	0.069484	0.4723	2	1.9248	0.29328
cpd02036[c0]	dTDP-6-deoxy-beta-L-talose_c0	0.069234	0.4724	1	1.9466	0
cpd32630[c0]	UDP-N-acetyl-beta-L-quinovosamine_c0	0.069234	0.4724	1	1.9466	0
cpdLPS[c0]	lipopolysaccharide_c0	0.069234	0.4724	1	1.9466	0
cpd00056[c0]	TPP_c0	0.063494	0.47469	5	1.8933	1.1885
cpd00123[c0]	3_Methyl_2_oxobutanoate_c0	0.059456	0.47629	5	1.8909	1.2128
cpd11830[c0]	S-Aminomethyldihydrolipoylprotein_c0	0.049347	0.48032	1	1.9199	0
cpd02843[c0]	D_erythro_imidazol_glycerol_phosphate_c0	0.041536	0.48343	2	1.8983	1.0864
cpd00118[e0]	Putrescine_e0	0.032616	0.48699	2	1.8899	0.50803
cpd00525[c0]	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate_c0	0.028097	0.48879	2	1.8856	0.072204
cpd00630[c0]	3-Oxoadipate_c0	0.026841	0.48929	2	1.8844	1.0429
cpd02333[c0]	Quinolinate_c0	0.0081314	0.49676	2	1.8668	1.7493
cpd23713[c0]	L-2_4-diketo-3-deoxyrhamnonate_c0	0.0036953	0.49853	2	1.8626	0.3286
cpd00137[c0]	Citrate_c0	-0.00554	0.50221	4	1.8533	1.36
cpd00235[c0]	D-mannose-6-phosphate_c0	-0.018167	0.50725	2	1.8419	1.8059
cpd12836[c0]	poly-beta-hydroxybutyrate	-0.019497	0.50778	2	1.8406	1.03
cpd00794[c0]	TRHL_c0	-0.029317	0.51169	1	1.8146	0
cpd01200[c0]	Palatinose_c0	-0.029317	0.51169	1	1.8146	0
cpd26505[c0]	Lactitol_c0	-0.029317	0.51169	1	1.8146	0
cpdLACT1[c0]	3-ketolactitol_c0	-0.029317	0.51169	1	1.8146	0
cpdPAL1[c0]	3_ketopalatinose_c0	-0.029317	0.51169	1	1.8146	0
cpdTRE1[c0]	3_ketotrehalose_c0	-0.029317	0.51169	1	1.8146	0
cpd00005[c0]	NADPH_c0	-0.0313	0.51249	47	1.8503	1.374
cpd02498[c0]	2_3_Dihydroxy_isovalerate_c0	-0.035115	0.51401	2	1.8259	1.9702
cpd02535[c0]	2_3_Dihydroxy_3_methylvalerate_c0	-0.035115	0.51401	2	1.8259	1.9702
cpd00027[c0]	D_Glucose_c0	-0.038648	0.51541	9	1.8408	1.2841
cpdNFIM11[c0]	Oxo_acyl_NodF_14_1_reduced_dehydrated_c0	-0.039349	0.51569	2	1.8219	2.5535
cpdNFIM14[c0]	Oxo_acyl_NodF_16_2_reduced_dehydrated_c0	-0.039349	0.51569	2	1.8219	2.5535
cpdNFIM17[c0]	Oxo_acyl_NodF_18_3_reduced_dehydrated_c0	-0.039349	0.51569	2	1.8219	2.5535
cpd00121[c0]	L-Inositol_c0	-0.042262	0.51686	1	1.7972	0
cpd00524[c0]	2-Inosose_c0	-0.042262	0.51686	1	1.7972	0
cpd11465a[c0]	But_2_enoyl_acyl_carrier_proteinXL_c0	-0.048153	0.5192	2	1.8135	2.5417
cpd11467a[c0]	2E_Tetradecenoyl_acpXL_c0	-0.048153	0.5192	2	1.8135	2.5417
cpd11469a[c0]	2E_Dodecenoyl_acpXL_c0	-0.048153	0.5192	2	1.8135	2.5417
cpd11471a[c0]	2E_Octenoyl_acpXL_c0	-0.048153	0.5192	2	1.8135	2.5417
cpd11473a[c0]	2E_Hexenoyl_acpXL_c0	-0.048153	0.5192	2	1.8135	2.5417
cpd11475a[c0]	2E_Decenoyl_acpXL_c0	-0.048153	0.5192	2	1.8135	2.5417
cpd11477a[c0]	2E_Hexadecenoyl_acpXL_c0	-0.048153	0.5192	2	1.8135	2.5417
cpd11572a[c0]	trans_Octodec_2_enoyl_ACPXL_c0	-0.048153	0.5192	2	1.8135	2.5417
cpdVLCFA11[c0]	trans_C24_2_enoyl_ACPXL_c0	-0.048153	0.5192	2	1.8135	2.5417
cpdVLCFA15[c0]	trans_C26_2_enoyl_ACPXL_c0	-0.048153	0.5192	2	1.8135	2.5417
cpdVLCFA3[c0]	trans_C20_2_enoyl_ACPXL_c0	-0.048153	0.5192	2	1.8135	2.5417
cpdVLCFA7[c0]	trans_C22_2_enoyl_ACPXL_c0	-0.048153	0.5192	2	1.8135	2.5417
cpd00292[c0]	HMG-CoA_c0	-0.060491	0.52412	2	1.8019	0.81342
cpd02068[c0]	3-Methylglutaconyl-CoA_c0	-0.060491	0.52412	2	1.8019	0.81342
cpd00345[c0]	5_Methyltetrahydrofolate_c0	-0.065477	0.5261	2	1.7972	1.5835
cpd02711[c0]	2_Keto_3_deoxy_6_phosphogluconate_c0	-0.090384	0.53601	2	1.7736	0.0090665
cpd02125[c0]	Tiglyl-CoA_c0	-0.091324	0.53638	2	1.7727	0.85465
cpd02187[c0]	Methacrylyl-CoA_c0	-0.091324	0.53638	2	1.7727	0.85465
cpd02691[c0]	2-methyl-3-hydroxy-butyryl-CoA_c0	-0.091324	0.53638	2	1.7727	0.85465
cpd03572[c0]	(S)-3-Hydroxyisobutyryl-CoA_c0	-0.091324	0.53638	2	1.7727	0.85465
cpd00074[c0]	S_c0	-0.10782	0.54293	5	1.7912	1.4622
cpd00073[e0]	Urea_e0	-0.10893	0.54337	1	1.7079	0
cpdLipidA[c0]	VLCFA_KDO2_lipid_A_c0	-0.11176	0.54449	5	1.7888	0.78563
cpd00894[c0]	2-Dehydro-3-deoxy-D-galactonate_c0	-0.12232	0.54868	1	1.69	0
cpd00415[c0]	Quinol_c0	-0.13652	0.55429	1	1.6709	0
cpd01553[c0]	Saligenin_c0	-0.13652	0.55429	1	1.6709	0
cpdVLCFA[c0]	3_Hydroxy_C28_ACPXL_c0	-0.14022	0.55576	2	1.7265	0.1365
cpd00286[c0]	Undecaprenylphosphate_c0	-0.14274	0.55675	3	1.7458	0.88016
cpd02882[c0]	4--1-D-Ribitylamino-5-aminouracil_c0	-0.16032	0.56368	3	1.7323	1.0832
cpdVICB1[c0]	L-N5 -hydroxy-N5 -(D-3-hydroxybutyryl)-ornithine_c0	-0.16533	0.56566	1	1.6324	0
cpd00239[c0]	H2S_c0	-0.16751	0.56651	3	1.7268	1.3655
cpd02018[c0]	N5-Methyl-L-glutamine_c0	-0.1687	0.56698	3	1.7258	0.37484
cpd00860[c0]	S_Succinyldihydrolipoamide_c0	-0.1919	0.57609	2	1.6776	1.9623
cpd02069[c0]	3_Phosphonooxypyruvate_c0	-0.19301	0.57652	2	1.6766	0.67641
cpd00428[c0]	2-Oxopropanal_c0	-0.20362	0.58068	2	1.6666	1.5118
cpd02724[c0]	N_Succinyl_L_2_amino_6_oxopimelate_c0	-0.21121	0.58364	1	1.5709	0
cpd03566[c0]	Acetyladenylate_c0	-0.21771	0.58617	2	1.6532	0.34179
cpd00182[c0]	Adenosine_c0	-0.21955	0.58689	8	1.7533	1.3598
cpd00198[c0]	D_Xylulose5_phosphate_c0	-0.22724	0.58988	3	1.6807	0.95772
cpd00359[c0]	Indol_c0	-0.24164	0.59547	2	1.6306	1.3284
cpd00305[c0]	Thiamin_c0	-0.2435	0.59619	1	1.5276	0
cpdDMPE2[c0]	Dimethyl-phosphatidylethanolamine-1-cis-vaccenoyl-2-palmitic_c0	-0.24528	0.59688	1	1.5252	0
cpd00283[c0]	Geranyldiphosphate_c0	-0.251	0.59909	1	1.5176	0
cpd03049b[c0]	2_Hydroxyethyl_ThPP_branched chain aa synthesis_c0	-0.25549	0.60083	1	1.5116	0
cpd00982[c0]	FADH2_c0	-0.25893	0.60215	24	1.7854	1.4531
cpd00129[c0]	L_Proline_c0	-0.26028	0.60267	16	1.7697	1.9459
cpd02375[c0]	Adenylosuccinate_c0	-0.27052	0.60662	2	1.6033	0.88958
cpd00236[c0]	D_Erythrose4_phosphate_c0	-0.27398	0.60795	7	1.7187	1.0117
cpd11225[c0]	3-4-dihydroxy-2-butanone4-phosphate_c0	-0.28786	0.61327	2	1.5869	1.9739
cpdSL8[c0]	Sulfoquinovosyl-1-cis-vaccenoyl-2-palmitic_c0	-0.29842	0.61731	2	1.5769	1.532
cpd02991[c0]	phosphoribulosylformimino_AICAR_phosphate_c0	-0.29845	0.61732	2	1.5769	1.541
cpd00247[c0]	Orotate_c0	-0.29862	0.61739	1	1.4538	0
cpd00810[c0]	Orotidylic acid_c0	-0.29862	0.61739	1	1.4538	0
cpd00226[c0]	HYXN_c0	-0.30964	0.62158	5	1.6709	1.1356
cpd03802[c0]	Homospermidine_c0	-0.32842	0.6287	6	1.6776	1.1224
cpd00113[c0]	Isopentenyldiphosphate_c0	-0.33757	0.63216	4	1.6305	1.434
cpd00159[c0]	L-Lactate_c0	-0.34094	0.63343	5	1.6522	1.6555
cpd02060[c0]	(2E)-Dodecenoyl-CoA_c0	-0.34395	0.63456	3	1.5907	0.68161
cpd03113[c0]	(S)-3-Hydroxyhexadecanoyl-CoA_c0	-0.34395	0.63456	3	1.5907	0.68161
cpd03115[c0]	(S)-3-Hydroxytetradecanoyl-CoA_c0	-0.34395	0.63456	3	1.5907	0.68161
cpd03116[c0]	(S)-3-Hydroxydodecanoyl-CoA_c0	-0.34395	0.63456	3	1.5907	0.68161
cpd03118[c0]	(S)-Hydroxydecanoyl-CoA_c0	-0.34395	0.63456	3	1.5907	0.68161
cpd03120[c0]	(S)-Hydroxyoctanoyl-CoA_c0	-0.34395	0.63456	3	1.5907	0.68161
cpd03122[c0]	(S)-Hydroxyhexanoyl-CoA_c0	-0.34395	0.63456	3	1.5907	0.68161
cpd03125[c0]	(2E)-Hexenoyl-CoA_c0	-0.34395	0.63456	3	1.5907	0.68161
cpd03126[c0]	(2E)-Hexadecenoyl-CoA_c0	-0.34395	0.63456	3	1.5907	0.68161
cpd03127[c0]	(2E)-Tetradecenoyl-CoA_c0	-0.34395	0.63456	3	1.5907	0.68161
cpd03129[c0]	(2E)-Decenoyl-CoA_c0	-0.34395	0.63456	3	1.5907	0.68161
cpd03130[c0]	(2E)-Octenoyl-CoA_c0	-0.34395	0.63456	3	1.5907	0.68161
cpd10515[e0]	Fe+2_e0	-0.34827	0.63618	2	1.5298	0.50825
cpd00938[c0]	4-Carboxymuconolactone_c0	-0.35629	0.63919	1	1.3765	0
cpdPG19[c0]	1-cis-vaccenoyl-2-palmitic-sn-glycerol-3-phosphate_c0	-0.37745	0.64708	2	1.5022	1.6201
cpd00050[c0]	FMN_c0	-0.37869	0.64754	2	1.501	0.74651
cpd00048[c0]	Sulfate_c0	-0.38156	0.64861	5	1.628	1.9069
cpd00015[c0]	FAD_c0	-0.38323	0.64922	25	1.7529	1.4318
cpd00118[c0]	Putrescine_c0	-0.38355	0.64934	6	1.6474	0.60043
cpd00085[c0]	beta-Alanine_c0	-0.39075	0.65201	1	1.3304	0
cpd15268[c0]	Octadecanoyl-ACP_c0	-0.39111	0.65214	2	1.4893	1.6018
cpd00016[c0]	Pyridoxal 5-phosphate	-0.3933	0.65295	1	1.327	0
cpd00478[c0]	Pyridoxine phosphate_c0	-0.3933	0.65295	1	1.327	0
cpd00284[c0]	6_Phospho_D_gluconate_c0	-0.39388	0.65317	3	1.5522	0.87842
cpd00227[e0]	L-Homoserine_e0	-0.40279	0.65645	3	1.5454	1.3758
cpd02211[c0]	L-2-Amino-acetoacetate_c0	-0.40359	0.65674	1	1.3132	0
cpd03447[c0]	2-Octaprenyl-6-methoxy-1_4-benzoquinone_c0	-0.41705	0.66168	2	1.4648	0.43319
cpd03448[c0]	2-Octaprenyl-3-methyl-6-methoxy-1_4-benzoquinone_c0	-0.41705	0.66168	2	1.4648	0.43319
cpd00043[c0]	UDP-galactose_c0	-0.419	0.66239	6	1.628	0.82113
cpd03839[c0]	Precorrin 5_c0	-0.43011	0.66644	1	1.2777	0
cpd02730[c0]	3-Deoxy-D-manno-octulosonate8-phosphate_c0	-0.43482	0.66815	2	1.448	0.33575
cpd04242[c0]	DKH_c0	-0.43794	0.66928	1	1.2672	0
cpd16540[c0]	5-Deoxy glucuronic acid_c0	-0.43794	0.66928	1	1.2672	0
cpd00037[c0]	UDP-N-acetylglucosamine_c0	-0.46242	0.67811	2	1.4219	0.41789
cpd02465[c0]	tetrahydrodipicolinate_c0	-0.46477	0.67895	2	1.4197	0.21388
cpd00221[c0]	D-Lactate_c0	-0.46489	0.67899	1	1.2311	0
cpd00145[c0]	Hydroxypyruvate_c0	-0.46829	0.68021	3	1.4949	0.71491
cpd00137[e0]	Citrate_e0	-0.46934	0.68059	1	1.2251	0
cpd00875[c0]	KDO_c0	-0.48019	0.68445	1	1.2106	0
cpd00528[c0]	N2_c0	-0.48314	0.6855	5	1.5675	1.2181
cpd11620[c0]	Reducedferredoxin_c0	-0.48314	0.6855	5	1.5675	1.2181
cpd11621[c0]	Oxidizedferredoxin_c0	-0.48314	0.6855	5	1.5675	1.2181
cpd11640[c0]	H2_c0	-0.48314	0.6855	5	1.5675	1.2181
cpdSymCoF[c0]	Symbiosis cofactors_c0	-0.48314	0.6855	5	1.5675	1.2181
cpd00125[c0]	5_10_Methylenetetrahydrofolate_c0	-0.48476	0.68607	6	1.592	1.2537
cpd00179[e0]	Maltose_e0	-0.48505	0.68618	2	1.4005	0.20937
cpd20885[e0]	Turanose_e0	-0.48505	0.68618	2	1.4005	0.20937
cpd11420[c0]	trdox_c0	-0.48505	0.68618	5	1.5664	0.74791
cpd11421[c0]	trdrd_c0	-0.48505	0.68618	5	1.5664	0.74791
cpd00098[e0]	Choline_e0	-0.4862	0.68659	2	1.3994	1.1448
cpd00447[e0]	Betaine aldehyde_e0	-0.4862	0.68659	2	1.3994	1.1448
cpd00540[e0]	BET_e0	-0.4862	0.68659	2	1.3994	1.1448
cpd08287[c0]	4--cytidine5-diphospho-2-C-methyl-D-erythritol_c0	-0.49925	0.6912	1	1.185	0
cpd08288[c0]	2-phospho-4--cytidine5-diphospho-2-C-methyl-D-erythritol_c0	-0.49925	0.6912	1	1.185	0
cpd02431[c0]	1-Pyrroline-5-carboxylate_c0	-0.50163	0.69204	2	1.3848	3.6407
cpd00143[c0]	Phenylpyruvate_c0	-0.51687	0.69738	1	1.1614	0
cpd00443[c0]	ABEE_c0	-0.53279	0.70291	1	1.1401	0
cpd02920[c0]	2-Amino-4-hydroxy-6-hydroxymethyl-7-8-dihydropteridinediphosphate_c0	-0.53279	0.70291	1	1.1401	0
cpd02626[c0]	1-Pyrroline-4-hydroxy-2-carboxylate_c0	-0.53707	0.70439	3	1.4418	1.9841
cpdERYI4[c0]	D-erythrulose-4-P_c0	-0.53995	0.70538	2	1.3486	0.31424
cpd00930[c0]	imidazole_acetol_phosphate_c0	-0.54022	0.70548	1	1.1302	0
cpdNFIM2[c0]	di-GlcNac_c0	-0.54303	0.70644	1	1.1264	0
cpd00179[c0]	Maltose_c0	-0.5536	0.71007	3	1.4291	0.15612
cpd20885[c0]	Turanose_c0	-0.5536	0.71007	3	1.4291	0.15612
cpd00266[c0]	(R)-carnitine_c0	-0.5643	0.71373	5	1.5191	1.2213
cpd00266[e0]	(R)-carnitine_e0	-0.5643	0.71373	5	1.5191	1.2213
cpd00047[c0]	Formate_c0	-0.5684	0.71512	3	1.4177	2.3792
cpd00223[c0]	Glycerate_c0	-0.57226	0.71643	4	1.473	0.85721
cpd03446[c0]	2-Octaprenyl-6-methoxyphenol_c0	-0.58432	0.7205	2	1.3066	0.20954
cpd03449[c0]	2-Octaprenyl-3-methyl-5-hydroxy-6-methoxy-1_4-benzoquinone_c0	-0.58432	0.7205	2	1.3066	0.20954
cpd00020[e0]	Pyruvate_e0	-0.60588	0.7277	6	1.5257	0.82073
cpd01620[c0]	Precorrin 2_c0	-0.60911	0.72878	1	1.0379	0
cpd03420[c0]	Precorrin 3A_c0	-0.60911	0.72878	1	1.0379	0
cpd00197[c0]	Protocatechuate_c0	-0.62432	0.73379	4	1.438	1.2812
cpd02255[c0]	3-oxoadipate-enol-lactone_c0	-0.63177	0.73623	2	1.2618	0.1623
cpd03584[c0]	UDP-3-O-(beta-hydroxymyristoyl)-D-glucosamine_c0	-0.63665	0.73782	2	1.2572	2.9002
cpd02857[c0]	DAHP_c0	-0.64185	0.73951	3	1.3611	1.0073
cpd10516[e0]	Fe+3_e0	-0.66074	0.74561	6	1.4957	0.32809
cpd00082[c0]	D_Fructose_c0	-0.66768	0.74783	4	1.4089	1.4485
cpdVICB[e0]	vicibactin_e0	-0.66913	0.7483	4	1.408	0.39986
cpd00199[c0]	4-Oxobutanoate_c0	-0.68022	0.75182	1	0.9426	0
cpd02210[c0]	Indoleglycerol_phosphate_c0	-0.68925	0.75467	3	1.3245	1.0786
cpd00238[c0]	Sedoheptulose7_phosphate_c0	-0.68949	0.75474	1	0.93019	0
cpd00092[c0]	Uracil_c0	-0.70938	0.76096	5	1.4327	1.1984
cpd00191[c0]	3-Oxopropanoate_c0	-0.72742	0.76651	1	0.87938	0
cpd00287[c0]	3-Oxo-2-methylpropanoate_c0	-0.72742	0.76651	1	0.87938	0
cpd00152[c0]	Agmatine_c0	-0.73115	0.76766	3	1.2922	0.59625
cpd10515[c0]	Fe+2_c0	-0.73178	0.76785	7	1.4881	1.5786
cpd00030[c0]	Mn2+_c0	-0.74111	0.77069	4	1.3597	1.0022
cpd00030[e0]	Mn2+_e0	-0.74111	0.77069	4	1.3597	1.0022
cpd03913[c0]	Hydrogenobyrinate diamide_c0	-0.75346	0.77441	5	1.4064	2.5058
cpdVICB[c0]	vicibactin_c0	-0.75595	0.77516	5	1.4049	0.34636
cpd00031[c0]	GDP_c0	-0.75837	0.77588	10	1.5345	0.9109
cpd03445[c0]	2-Octaprenyl-6-hydroxyphenol_c0	-0.76191	0.77694	2	1.1387	0.44698
cpd03444[c0]	2-Octaprenylphenol_c0	-0.76974	0.77927	1	0.82268	0
cpd00125b[c0]	5_10_Methylenetetrahydrofolate_c0	-0.77812	0.78175	2	1.1234	2.5066
cpd00911[c0]	6_phospho_D_glucono_1_5_lactone_c0	-0.81002	0.79104	2	1.0933	0.72253
cpd00751[c0]	L-Fucose_c0	-0.81018	0.79108	8	1.4737	1.2413
cpd00141[c0]	Propionate_c0	-0.81796	0.79331	2	1.0857	1.1546
cpd00001[c0]	H2O_c0	-0.81968	0.7938	290	1.7925	1.3776
cpd00080[c0]	Glycerol_3_phosphate_c0	-0.82128	0.79426	6	1.4078	2.1764
