REPORTER METABOLITES USING TEST TYPE: all
ID	NAME	Z-SCORE	P-VALUE	NUMBER OF NEIGHBOURS	AVERAGE Z-SCORE	STD Z-SCORE
cpd00931[c0]	5-Amino-6--5-phosphoribosylaminouracil_c0	-1.297	0.90269	1	-0.61532	0
cpd00013[c0]	NH4_c0	-1.2982	0.90289	29	0.73978	1.5359
cpd00242[c0]	H2CO3_c0	-1.2985	0.90295	15	0.62272	1.1881
cpd03917[c0]	Adenosylcobyric acid_c0	-1.3054	0.90412	1	-0.6261	0
cpd00008[c0]	ADP_c0	-1.3277	0.90787	192	0.92894	1.35
cpd02203[c0]	D-Erythritol 4-phosphate_c0	-1.3352	0.90909	1	-0.6645	0
cpdERYI2[c0]	L-3-tetrulose-4-P_c0	-1.3352	0.90909	1	-0.6645	0
cpdVICB2[c0]	N5-hydroxy-N5-(D-3-hydroxybutyryl)-D-ornithine_c0	-1.3715	0.91489	2	-0.19953	0.33959
cpd00142[c0]	Acetoacetate_c0	-1.3766	0.91568	4	0.16559	1.1565
cpd00957[c0]	2_5-Diamino-6-(5'-phosphoribosylamino)-4-pyrimidineone_c0	-1.3786	0.916	2	-0.20608	0.57875
cpd00755[c0]	Hydroxymethylbilane_c0	-1.3917	0.918	1	-0.73733	0
cpd24420[c0]	methyl pyruvate_c0	-1.42	0.92219	3	-0.0096873	0.21658
cpd24420[e0]	methyl pyruvate_e0	-1.42	0.92219	3	-0.0096873	0.21658
cpd00067[c0]	H_c0	-1.443	0.92548	423	0.9619	1.2533
cpd00506[c0]	gamma_Glutamylcysteine_c0	-1.4468	0.92602	2	-0.26829	0.88558
cpd03839[c0]	Precorrin 5_c0	-1.4475	0.92612	2	-0.26894	0.31631
cpd00842[c0]	(S)-3-Hydroxybutyryl-CoA_c0	-1.4476	0.92614	5	0.21806	0.89699
cpd00797[c0]	R_3_Hydroxybutanoate_c0	-1.4523	0.92679	3	-0.033848	0.75816
cpd00009[c0]	Phosphate_c0	-1.4664	0.92873	211	0.92247	1.2159
cpd02547[c0]	(R)-1-Aminopropan-2-yl phosphate_c0	-1.4696	0.92917	1	-0.83764	0
cpd03423[c0]	alpha-Ribazole_c0	-1.4696	0.92917	1	-0.83764	0
cpd08928[c0]	L-Threonine phosphate_c0	-1.4696	0.92917	1	-0.83764	0
cpd00314[c0]	D-Mannitol_c0	-1.4763	0.93007	1	-0.8463	0
cpd00314[e0]	D-Mannitol_e0	-1.4763	0.93007	1	-0.8463	0
cpd00417[c0]	L-Lyxitol_c0	-1.4763	0.93007	1	-0.8463	0
cpd00417[e0]	L-Lyxitol_e0	-1.4763	0.93007	1	-0.8463	0
cpd00588[c0]	Sorbitol_c0	-1.4763	0.93007	1	-0.8463	0
cpd00588[e0]	Sorbitol_e0	-1.4763	0.93007	1	-0.8463	0
cpd01171[c0]	Galactitol_c0	-1.4763	0.93007	1	-0.8463	0
cpd01171[e0]	Galactitol_e0	-1.4763	0.93007	1	-0.8463	0
cpd01307[c0]	D-Lyxitol_c0	-1.4763	0.93007	1	-0.8463	0
cpd01307[e0]	D-Lyxitol_e0	-1.4763	0.93007	1	-0.8463	0
cpd00020[e0]	Pyruvate_e0	-1.4851	0.93124	5	0.19643	0.32727
cpd00567[c0]	D-Proline_c0	-1.4998	0.93317	2	-0.31666	0.10196
cpd00048[c0]	Sulfate_c0	-1.5151	0.93512	7	0.31268	0.76386
cpd00143[c0]	Phenylpyruvate_c0	-1.5284	0.9368	2	-0.3428	0.14048
cpd00076[c0]	Sucrose_c0	-1.547	0.93906	7	0.29709	1.0609
cpd00064[c0]	Ornithine_c0	-1.5744	0.9423	18	0.572	1.3171
cpd00810[c0]	Orotidylic acid_c0	-1.5774	0.94264	2	-0.38748	0.34008
cpd00018[c0]	AMP_c0	-1.5783	0.94276	21	0.61023	1.4864
cpd02124[c0]	2-Methylacetoacetyl-CoA_c0	-1.5896	0.94404	1	-0.99223	0
cpd03760[c0]	Precorrin 6B_c0	-1.6164	0.947	1	-1.0268	0
cpd23005[c0]	N(5)-hydroxy-L-ornithine_c0	-1.6303	0.94849	2	-0.43584	1.2344
cpd02068[c0]	3-Methylglutaconyl-CoA_c0	-1.6588	0.95142	3	-0.18826	0.98671
cpd02030[c0]	3_phosphoshikimate_c0	-1.6773	0.95326	1	-1.1052	0
cpd12836[c0]	poly-beta-hydroxybutyrate	-1.6842	0.95392	3	-0.20726	0.80341
cpd02720[c0]	5-Amino-6--5-phosphoribitylaminouracil_c0	-1.6854	0.95404	2	-0.4861	0.18275
cpdRHA1[c0]	Rhamnose_1_phosphate_c0	-1.7223	0.9575	2	-0.51982	2.5326
cpd12115[c0]	arabinan_c0	-1.7403	0.95909	3	-0.24922	0.28962
cpd12115[e0]	arabinan_e0	-1.7403	0.95909	3	-0.24922	0.28962
cpd00220[c0]	Riboflavin_c0	-1.7491	0.95987	2	-0.54428	1.9678
cpd00080[c0]	Glycerol_3_phosphate_c0	-1.796	0.96375	8	0.23077	1.3193
cpd01200[c0]	Palatinose_c0	-1.8135	0.96513	3	-0.30401	0.87071
cpd00876[c0]	3-Hydroxyisobutyrate_c0	-1.8284	0.96626	2	-0.61667	1.8997
cpd01966[c0]	Dimethylacryloyl-CoA_c0	-1.8299	0.96637	1	-1.3018	0
cpd00037[c0]	UDP-N-acetylglucosamine_c0	-1.844	0.96741	7	0.15192	0.96049
cpdVICB1[c0]	L-N5 -hydroxy-N5 -(D-3-hydroxybutyryl)-ornithine_c0	-1.8475	0.96766	2	-0.63404	0.95408
cpd03572[c0]	(S)-3-Hydroxyisobutyryl-CoA_c0	-1.8578	0.9684	3	-0.33712	1.4402
cpd00080[e0]	Glycerol_3_phosphate_e0	-1.8597	0.96854	2	-0.64523	0.47833
cpd11574[c0]	Molybdate_c0	-1.9004	0.97131	2	-0.68239	0.70833
cpd11574[e0]	Molybdate_e0	-1.9004	0.97131	2	-0.68239	0.70833
cpd00002[c0]	ATP_c0	-1.957	0.97483	211	0.87901	1.3581
cpd03761[c0]	Precorrin 6A_c0	-1.9851	0.97643	2	-0.75968	0.3777
cpd00742[c0]	Urea-1-carboxylate_c0	-1.9964	0.97705	2	-0.77	0.13992
cpdOL1[c0]	Lyso-ornithine-1-palmitic_c0	-1.9998	0.97724	1	-1.5206	0
cpdOL3[c0]	Lyso-ornithine-1-steric_c0	-1.9998	0.97724	1	-1.5206	0
cpdOL7[c0]	Lyso-ornithine-1-cis-vaccenoyl_c0	-1.9998	0.97724	1	-1.5206	0
cpd00589[c0]	D-Tagatose_c0	-2.0356	0.97911	2	-0.80581	0.073857
cpd00589[e0]	D-Tagatose_e0	-2.0356	0.97911	2	-0.80581	0.073857
cpd00794[e0]	TRHL_e0	-2.0356	0.97911	2	-0.80581	0.073857
cpd01200[e0]	Palatinose_e0	-2.0356	0.97911	2	-0.80581	0.073857
cpd00722[c0]	O_Acetyl_L_serine_c0	-2.1385	0.98376	2	-0.89975	0.39936
cpd00843[c0]	Tartronate semialdehyde_c0	-2.1919	0.98581	2	-0.94847	0.96492
cpd00029[c0]	Acetate_c0	-2.2098	0.98644	12	0.22705	0.95171
cpd00794[c0]	TRHL_c0	-2.2202	0.9868	4	-0.37777	0.72607
cpd00638[c0]	Deamido-NAD_c0	-2.2225	0.98687	3	-0.60982	1.8289
cpd00396[c0]	L-Rhamnose_c0	-2.3188	0.9898	3	-0.68184	1.6559
cpd00306[c0]	Xylitol_c0	-2.3472	0.99054	2	-1.0903	1.5629
cpd00807[c0]	L_histidinol_phosphate_c0	-2.4343	0.99254	2	-1.1697	1.31
cpd00641[c0]	L_Histidinol_c0	-2.4662	0.99317	2	-1.1988	1.2688
cpd00851[e0]	trans-4-Hydroxy-L-proline_e0	-2.4885	0.99359	3	-0.80878	0.028759
cpd02175[e0]	cis-4-Hydroxy-D-proline_e0	-2.4885	0.99359	3	-0.80878	0.028759
cpd00073[c0]	Urea_c0	-2.5621	0.9948	10	0.0048307	0.95364
cpd00851[c0]	trans-4-Hydroxy-L-proline_c0	-2.7263	0.9968	4	-0.70378	0.21132
cpd02175[c0]	cis-4-Hydroxy-D-proline_c0	-2.8845	0.99804	5	-0.61193	0.27508
