REPORTER METABOLITES USING TEST TYPE: all
ID	NAME	Z-SCORE	P-VALUE	NUMBER OF NEIGHBOURS	AVERAGE Z-SCORE	STD Z-SCORE
cpd11570[c0]	3-Oxooctodecanoyl-ACP_c0	0.69117	0.24473	3	1.3585	0.23337
cpdUS5[c0]	3-oxo-cis-delta-7-tetradecenoyl-ACP_c0	0.69117	0.24473	3	1.3585	0.23337
cpdUS9[c0]	3-oxo-cis-delta-9-hexadecenoyl-ACP_c0	0.69117	0.24473	3	1.3585	0.23337
cpd00052[c0]	CTP_c0	0.68851	0.24557	8	1.1613	1.0398
cpd02921[c0]	SAICAR_c0	0.67782	0.24894	3	1.3485	0.88372
cpd00308[e0]	Malonate_e0	0.67544	0.2497	1	1.72	0
cpd00123[c0]	3_Methyl_2_oxobutanoate_c0	0.6729	0.2505	7	1.1725	0.8515
cpd01710[c0]	2_Isopropylmaleate_c0	0.67005	0.25141	2	1.4552	1.4766
cpd00890[c0]	UDP-N-acetylmuramoyl-L-alanine_c0	0.66997	0.25144	2	1.4551	2.2612
cpd03470[c0]	Iminoaspartate_c0	0.66855	0.25189	2	1.4538	0.9648
cpd00246[c0]	Inosine_c0	0.66289	0.2537	9	1.1308	1.2486
cpd01716[c0]	3_Dehydroshikimate_c0	0.66129	0.25421	2	1.4472	0.64634
cpd00092[c0]	Uracil_c0	0.65945	0.2548	11	1.1004	1.1261
cpd02820[c0]	UDP-N-acetylglucosamine enolpyruvate_c0	0.65779	0.25534	2	1.444	0.35151
cpd00834[c0]	Phosphopantetheine_c0	0.65454	0.25638	2	1.441	2.3392
cpd00035[e0]	L-Alanine_e0	0.64936	0.25805	11	1.0964	1.1369
cpd00132[e0]	L-Asparagine_e0	0.64936	0.25805	11	1.0964	1.1369
cpd00142[c0]	Acetoacetate_c0	0.6366	0.26219	13	1.0726	1.3693
cpd00780[c0]	Fumarylacetoacetate_c0	0.63439	0.26291	2	1.4226	0.46724
cpd00039[c0]	L_Lysine_c0	0.63332	0.26326	11	1.0902	1.1412
cpd03586[c0]	kdo2-lipid iva_c0	0.63252	0.26352	2	1.4209	0.18086
cpd03279[c0]	Deoxyinosine_c0	0.63087	0.26406	2	1.4194	1.8671
cpd00350[c0]	Farnesyldiphosphate_c0	0.62963	0.26447	5	1.2095	1.1033
cpd00425[c0]	(CH3)2NH_c0	0.62798	0.26501	5	1.2086	0.46355
cpd00056[c0]	TPP_c0	0.62428	0.26622	9	1.1142	0.9587
cpd00496[c0]	D-arabinono-1_4-lactone_c0	0.62217	0.26691	2	1.4114	1.2808
cpd00819[c0]	L-Arabinono-1_4-lactone_c0	0.62217	0.26691	2	1.4114	1.2808
cpd01977[c0]	4_Phospho_L_aspartate_c0	0.61146	0.27045	2	1.4016	0.38588
cpd00118[c0]	Putrescine_c0	0.60889	0.2713	13	1.0626	1.1319
cpd02851[c0]	AICAR_c0	0.60503	0.27258	4	1.2324	0.49571
cpd03584[c0]	UDP-3-O-(beta-hydroxymyristoyl)-D-glucosamine_c0	0.60213	0.27354	2	1.3931	0.9181
cpd03517[c0]	Biotinyl-5-AMP_c0	0.59513	0.27588	1	1.6155	0
cpd00010[c0]	CoA_c0	0.59433	0.27614	61	0.94141	1.3696
cpd03002[c0]	Lipid A disaccharide_c0	0.59165	0.27704	2	1.3835	0.72448
cpd00117[c0]	D-Alanine_c0	0.58382	0.27967	14	1.0447	1.2765
cpd02113[c0]	dTDP-rhamnose_c0	0.58	0.28096	1	1.5958	0
cpd00047[c0]	Formate_c0	0.5789	0.28133	17	1.0251	1.1863
cpdPG19[c0]	1-cis-vaccenoyl-2-palmitic-sn-glycerol-3-phosphate_c0	0.56585	0.28575	3	1.2643	0.60207
cpd01092[e0]	Allantoin_e0	0.56522	0.28596	1	1.5766	0
cpd00098[e0]	Choline_e0	0.55985	0.28779	3	1.2598	0.23593
cpd00447[e0]	Betaine aldehyde_e0	0.55985	0.28779	3	1.2598	0.23593
cpd00540[e0]	BET_e0	0.55985	0.28779	3	1.2598	0.23593
cpd00044[c0]	3_phosphoadenylylsulfate_c0	0.55723	0.28868	4	1.2013	1.4591
cpd00193[c0]	APS_c0	0.55723	0.28868	4	1.2013	1.4591
cpd02229[c0]	Bactoprenyl diphosphate_c0	0.55275	0.29022	4	1.1984	0.39713
cpd00359[c0]	Indol_c0	0.55206	0.29046	2	1.3473	1.9559
cpd00408[c0]	Pantoate_c0	0.54933	0.29139	3	1.2519	2.1234
cpd00911[c0]	6_phospho_D_glucono_1_5_lactone_c0	0.54854	0.29166	2	1.3441	0.83863
cpd00945[c0]	2-Dehydro-3-deoxy-D-galactonate 6-phosphate_c0	0.54804	0.29183	2	1.3436	1.2673
cpd02893[c0]	5'-Phosphoribosyl-4-carboxy-5-aminoimidazole_c0	0.54517	0.29282	4	1.1935	0.8031
cpd00235[c0]	D-mannose-6-phosphate_c0	0.54035	0.29448	3	1.2452	2.381
cpd01298[c0]	Aminoacetone_c0	0.53728	0.29554	1	1.5402	0
cpd00956[c0]	1_2_carboxyphenylamino_1_deoxyribulose_5_phosphate_c0	0.53652	0.2958	2	1.3331	2.9564
cpdNFIM3[c0]	tri-GlcNac_c0	0.5314	0.29757	1	1.5326	0
cpd00791[c0]	ProtoporphyrinogenIX_c0	0.52696	0.29911	2	1.3244	1.0538
cpd00003[c0]	NAD_c0	0.51809	0.3022	109	0.90778	1.3236
cpdUS1[c0]	(5Z)-3-oxo-docec-5-enoyl-ACP_c0	0.51468	0.30339	2	1.3131	0.31078
cpdPE3[c0]	Phosphatidylserine-1-cis-vaccenoyl-2-palmitic	0.50726	0.30599	2	1.3064	1.8498
cpd00071[c0]	Acetaldehyde_c0	0.50212	0.30779	7	1.0887	0.8163
cpd00763[c0]	4-Maleylacetoacetate_c0	0.50003	0.30853	2	1.2997	0.64095
cpd00085[c0]	beta-Alanine_c0	0.49739	0.30946	6	1.1066	1.3783
cpd02700[c0]	S-(2-Methylpropionyl)-dihydrolipoamide_c0	0.49458	0.31045	3	1.2108	0.7311
cpd14699[c0]	S-(3-Methylbutanoyl)-dihydrolipoamide-E_c0	0.49458	0.31045	3	1.2108	0.7311
cpd14703[c0]	S-(2-Methylbutanoyl)-dihydrolipoamide-E_c0	0.49458	0.31045	3	1.2108	0.7311
cpd00266[c0]	(R)-carnitine_c0	0.49272	0.3111	7	1.0841	0.54515
cpd00308[c0]	Malonate_c0	0.48879	0.31249	2	1.2895	0.6088
cpd00465[c0]	Ureidoglycolate_c0	0.48717	0.31307	3	1.2052	0.76428
cpd00051[c0]	L_Arginine_c0	0.48305	0.31453	13	1.0174	1.2495
cpdVLCFA[c0]	3_Hydroxy_C28_ACPXL_c0	0.48291	0.31458	2	1.2841	0.37429
cpdUS13[c0]	3-oxo-cis-vacc-11-enoyl-ACP_c0	0.4689	0.31957	2	1.2713	0.2516
cpd00449a[c0]	Dihydrolipoamide of pyruvate dehydrogenase complex_c0	0.46539	0.32082	2	1.2681	0.35879
cpd00066[c0]	L_Phenylalanine_c0	0.45938	0.32298	13	1.0089	1.2127
cpd00227[c0]	L_Homoserine_c0	0.45818	0.32341	7	1.0671	0.85117
cpd01882[c0]	Isovaleryl-CoA_c0	0.45548	0.32438	3	1.1814	2.0725
cpd11485a[c0]	3_oxohexadecanoyl_acpXL_c0	0.45347	0.32511	3	1.1799	0.79816
cpd11486a[c0]	3_Oxohexanoyl_acpXL_c0	0.45347	0.32511	3	1.1799	0.79816
cpd11487a[c0]	3_oxodecanoyl_acpXL_c0	0.45347	0.32511	3	1.1799	0.79816
cpd11488a[c0]	Acetoacetyl_ACPXL_c0	0.45347	0.32511	3	1.1799	0.79816
cpd11489a[c0]	3_oxododecanoyl_acpXL_c0	0.45347	0.32511	3	1.1799	0.79816
cpd11490a[c0]	3_oxooctanoyl_acpXL_c0	0.45347	0.32511	3	1.1799	0.79816
cpd11491a[c0]	3_oxotetradecanoyl_acpXL_c0	0.45347	0.32511	3	1.1799	0.79816
cpd11570a[c0]	3_Oxooctodecanoyl_ACPXL_c0	0.45347	0.32511	3	1.1799	0.79816
cpdVLCFA13[c0]	3_Oxo_C26_ACPXL_c0	0.45347	0.32511	3	1.1799	0.79816
cpdVLCFA17[c0]	3_Oxo_C28_ACPXL_c0	0.45347	0.32511	3	1.1799	0.79816
cpdVLCFA1[c0]	3_Oxo_C20_ACPXL_c0	0.45347	0.32511	3	1.1799	0.79816
cpdVLCFA5[c0]	3_Oxo_C22_ACPXL_c0	0.45347	0.32511	3	1.1799	0.79816
cpdVLCFA9[c0]	3_Oxo_C24_ACPXL_c0	0.45347	0.32511	3	1.1799	0.79816
cpdSL24[c0]	Sulfoquinovosyl-1-cis-vaccenoyl-steric-sn-glycerol_c0	0.43998	0.32998	2	1.2448	0.35971
cpd00114[c0]	IMP_c0	0.43387	0.33219	7	1.0552	1.3033
cpd01192[c0]	Mannobiose_c0	0.43326	0.33241	5	1.0958	2.2962
cpdSL8[c0]	Sulfoquinovosyl-1-cis-vaccenoyl-2-palmitic_c0	0.43138	0.3331	3	1.1633	0.29092
cpd02930[c0]	Lipid X_c0	0.42377	0.33587	2	1.23	0.94152
cpd02636[c0]	5-(2-hydroxyethyl)-4-methylthiazole_c0	0.42275	0.33624	1	1.3912	0
cpd00099[c0]	Chloride_c0	0.42202	0.33651	1	1.3902	0
cpd00099[e0]	Chloride_e0	0.42202	0.33651	1	1.3902	0
cpd00294[c0]	dAMP_c0	0.4196	0.33739	5	1.0878	0.79363
cpd00449b[c0]	Dihydrolipoamide of succinate dehydrogenase complex_c0	0.40905	0.34125	2	1.2166	1.2006
cpd03049b[c0]	2_Hydroxyethyl_ThPP_branched chain aa synthesis_c0	0.40745	0.34184	2	1.2151	1.2805
cpdNAGALAMP[c0]	N_Acetyl_D_galactosamine_6_phosphate_c0	0.40397	0.34312	1	1.3667	0
cpd01293[c0]	5-Oxoproline_c0	0.40317	0.34341	12	0.99397	1.139
cpd00130[c0]	L_Malate_c0	0.40036	0.34445	9	1.018	2.1356
cpd00254[c0]	Mg_c0	0.39555	0.34622	5	1.0739	1.4513
cpd00254[e0]	Mg_e0	0.39555	0.34622	5	1.0739	1.4513
cpd00027[e0]	D_Glucose_e0	0.39074	0.34799	7	1.034	1.4009
cpdBGLCN[c0]	1_2-betaglucan_c0	0.39039	0.34813	2	1.1995	1.6866
cpd02884[c0]	FAICAR_c0	0.38766	0.34913	1	1.3455	0
cpd02698[c0]	N_Succinyl_L_2_6_diaminopimelate_c0	0.37694	0.35311	2	1.1872	0.88955
cpdUS4[c0]	(5Z)-dodec-5-enoyl-ACP_c0	0.37547	0.35365	4	1.0832	0.93924
cpd00525[c0]	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate_c0	0.37121	0.35524	2	1.182	1.875
cpd03913[c0]	Hydrogenobyrinate diamide_c0	0.36934	0.35594	5	1.0587	1.1658
cpd14956a[c0]	lipoate_proteinbound_c0	0.36562	0.35733	1	1.3168	0
cpdCL4[c0]	Cardiolipin-1_2-(1-cis-vaccenoyl-2-palmitic)_c0	0.36027	0.35932	1	1.3099	0
cpd00522[c0]	dTDP-4-oxo-L-rhamnose_c0	0.35745	0.36038	2	1.1694	0.60301
cpd00540[c0]	BET_c0	0.35598	0.36093	5	1.051	0.80384
cpd03585[c0]	KDO-lipid IV(A)_c0	0.34728	0.36419	1	1.293	0
cpd00282[c0]	S-Dihydroorotate_c0	0.32208	0.3737	3	1.0812	0.88148
cpdSL23[c0]	1-cis-vaccenoyl-2-steric-sn-glycerol_c0	0.31498	0.37639	3	1.0759	0.38775
cpdSL7[c0]	1-cis-vaccenoyl-2-palmitic_c0	0.31498	0.37639	3	1.0759	0.38775
cpd00022[c0]	Acetyl_CoA_c0	0.31323	0.37705	46	0.90299	1.2988
cpd00035[c0]	L_Alanine_c0	0.30759	0.3792	22	0.92836	1.4076
cpd00249[c0]	Uridine_c0	0.30616	0.37974	12	0.95767	1.0548
cpd00119[c0]	L_Histidine_c0	0.30115	0.38165	13	0.95196	1.1888
cpd00036[e0]	Succinate_e0	0.29454	0.38417	3	1.0605	0.603
cpd00106[e0]	Fumarate_e0	0.29454	0.38417	3	1.0605	0.603
cpd00130[e0]	L-Malate_e0	0.29454	0.38417	3	1.0605	0.603
cpd00386[e0]	D-Malate_e0	0.29454	0.38417	3	1.0605	0.603
cpd00069[c0]	L_Tyrosine_c0	0.29451	0.38418	21	0.92814	1.187
cpd00083[c0]	GDP-mannose_c0	0.29409	0.38434	7	0.98663	1.3212
cpd03606[c0]	2-Oxo-3-hydroxy-4-phosphobutanoate_c0	0.29188	0.38519	2	1.1095	1.1337
cpd03189[c0]	3_Carboxy_1_hydroxypropyl_ThPP_c0	0.28972	0.38602	1	1.2181	0
cpd02147[c0]	4-Phosphoerythronate_c0	0.2793	0.39001	2	1.098	1.1174
cpd03846a[c0]	octanoate_proteinbound_c0	0.26992	0.39361	2	1.0894	0.32168
cpd00307[c0]	Cytosine_c0	0.26905	0.39395	10	0.95203	1.1663
cpd02993[c0]	Lipid IV(A)_c0	0.26196	0.39668	2	1.0821	0.29823
cpd02904[c0]	alpha-Ribazole 5'-phosphate_c0	0.25896	0.39783	2	1.0794	2.711
cpd00187[c0]	Methanamine_c0	0.25704	0.39858	5	0.99365	0.73376
cpd00074[c0]	S_c0	0.25385	0.39981	7	0.96689	1.1066
cpd00184[c0]	Thymidine_c0	0.25228	0.40041	5	0.99089	0.50235
cpd00298[c0]	dTMP_c0	0.24933	0.40155	7	0.96468	0.98557
cpd00428[c0]	2-Oxopropanal_c0	0.24524	0.40314	3	1.0235	1.5673
cpd00266[e0]	(R)-carnitine_e0	0.23722	0.40624	6	0.96916	0.49568
cpd00121[c0]	L-Inositol_c0	0.23598	0.40672	4	0.99254	1.3033
cpd00199[c0]	4-Oxobutanoate_c0	0.22102	0.41254	6	0.9606	1.3118
cpd00079[c0]	D_glucose_6_phosphate_c0	0.21964	0.41308	5	0.97198	1.2658
cpd00426[c0]	Homogentisate_c0	0.21762	0.41386	2	1.0416	0.27582
cpd00023[c0]	L-Glutamate_c0	0.21534	0.41475	59	0.87973	1.2929
cpd00521[c0]	dTDP-4-oxo-6-deoxy-D-glucose_c0	0.19734	0.42178	2	1.023	0.39601
cpd00510[c0]	deoxyribose-5-phosphate_c0	0.19349	0.42329	3	0.9846	0.99668
cpd11488[c0]	Acetoacetyl-ACP_c0	0.18785	0.4255	2	1.0144	0.11177
cpd01217[c0]	Xanthosine_c0	0.18314	0.42735	8	0.92972	1.1686
cpd32630[c0]	UDP-N-acetyl-beta-L-quinovosamine_c0	0.17196	0.43173	2	0.99982	1.3115
cpd00151[c0]	Thymine_c0	0.17192	0.43175	2	0.99978	0.66334
cpd02465[c0]	tetrahydrodipicolinate_c0	0.15821	0.43714	2	0.98726	0.46829
cpd02387[c0]	2-Dehydro-3-deoxy-L-fuconate_c0	0.15578	0.43811	2	0.98503	0.12041
cpd03884[e0]	D-Psicose_e0	0.1541	0.43877	4	0.93932	1.9153
cpd26505[c0]	Lactitol_c0	0.15297	0.43921	2	0.98246	0.40005
cpdLACT1[c0]	3-ketolactitol_c0	0.15297	0.43921	2	0.98246	0.40005
cpdPAL1[c0]	3_ketopalatinose_c0	0.15297	0.43921	2	0.98246	0.40005
cpdTRE1[c0]	3_ketotrehalose_c0	0.15297	0.43921	2	0.98246	0.40005
cpd00075[c0]	Nitrite_c0	0.15181	0.43967	11	0.90217	1.1544
cpd08358[c0]	UDP-6-sulfoquinovose_c0	0.14373	0.44286	3	0.94722	0.57484
cpdNFIM10[c0]	Oxo_acyl_NodF_14_1_reduced_c0	0.14195	0.44356	7	0.912	1.6336
cpdNFIM13[c0]	Oxo_acyl_NodF_16_2_reduced_c0	0.14195	0.44356	7	0.912	1.6336
cpdNFIM16[c0]	Oxo_acyl_NodF_18_3_reduced_c0	0.14195	0.44356	7	0.912	1.6336
cpd02721[c0]	DKHP_c0	0.13486	0.44636	1	1.0166	0
cpd00198[c0]	D_Xylulose5_phosphate_c0	0.13324	0.447	3	0.93934	1.1607
cpd00340[c0]	2_5-Dioxopentanoate_c0	0.12973	0.44839	6	0.91238	1.1865
cpd00028[c0]	Heme	0.12344	0.45088	2	0.95547	0.86115
cpdMMPE5[c0]	Monomethyl-phosphatidylethanolamine-1-cis-vaccenoyl(cyclopropanated)-2-palmitic_c0	0.12233	0.45132	1	1.0003	0
cpdOL10[c0]	Ornithine-1-cis-vaccenoyl-2-cis-vaccenoyl(cyclopropanated)_c0	0.12233	0.45132	1	1.0003	0
cpdOL11[c0]	Ornithine-1-steric-2-cis-vaccenoyl(cyclopropanated)_c0	0.12233	0.45132	1	1.0003	0
cpdOL5[c0]	Ornithine-1-palmitic-2-cis-vaccenoyl(cyclopropanated)_c0	0.12233	0.45132	1	1.0003	0
cpdOL6[c0]	Ornithine-1-steric-2-palmitoleoyl(cyclopropanated)_c0	0.12233	0.45132	1	1.0003	0
cpdPC5[c0]	Phosphatidylcholine-1-cis-vaccenoyl(cyclopropanated)-2-palmitic_c0	0.12233	0.45132	1	1.0003	0
cpdPE7[c0]	Phosphatidylethanolamine-1-cis-vaccenoyl(cyclopropanated)-2-palmitic_c0	0.12233	0.45132	1	1.0003	0
cpdSL13[c0]	Sulfoquinovosyl-1-cis-vaccenoyl(cyclopropanated)-2-palmitic_c0	0.12233	0.45132	1	1.0003	0
cpd00036[c0]	Succinate_c0	0.11839	0.45288	19	0.87985	1.0019
cpd00519[c0]	D-methylmalonyl-CoA_c0	0.11078	0.4559	4	0.91116	0.72819
cpdNFIM2[c0]	di-GlcNac_c0	0.10517	0.45812	2	0.93876	0.83975
cpdSL22[c0]	1-cis-vaccenoyl-2-steric-sn-glycerol-3-phosphate_c0	0.10227	0.45927	2	0.93611	0.28027
cpd00062[c0]	UTP_c0	0.10087	0.45983	6	0.89713	0.94098
cpd00770[c0]	N-formyl-L-glutamate_c0	0.10041	0.46001	3	0.91468	1.831
cpdNFIM11[c0]	Oxo_acyl_NodF_14_1_reduced_dehydrated_c0	0.098191	0.46089	3	0.91301	1.9502
cpdNFIM14[c0]	Oxo_acyl_NodF_16_2_reduced_dehydrated_c0	0.098191	0.46089	3	0.91301	1.9502
cpd00388[c0]	Allantoate_c0	0.088435	0.46477	3	0.90568	0.64468
cpd00134[c0]	Palmitoyl-CoA_c0	0.081924	0.46735	3	0.90079	1.1602
cpd03916[c0]	Adenosyl cobyrinate diamide_c0	0.078242	0.46882	2	0.91415	2.1782
cpd00817[c0]	D-Arabinose5-phosphate_c0	0.070298	0.47198	2	0.90688	0.12522
cpd00311[c0]	Guanosine_c0	0.065321	0.47396	11	0.8684	1.0029
cpd03446[c0]	2-Octaprenyl-6-methoxyphenol_c0	0.064851	0.47415	2	0.9019	0.29172
cpd03449[c0]	2-Octaprenyl-3-methyl-5-hydroxy-6-methoxy-1_4-benzoquinone_c0	0.064851	0.47415	2	0.9019	0.29172
cpd00277[c0]	Deoxyguanosine_c0	0.056035	0.47766	5	0.87718	0.64084
cpd00098[c0]	Choline_c0	0.049944	0.48008	5	0.87365	0.75831
cpd15665[c0]	Peptidoglycan polymer (n subunits)_c0	0.044327	0.48232	2	0.88314	0.043331
cpd15666[c0]	Peptidoglycan polymer (n-1 subunits)_c0	0.044327	0.48232	2	0.88314	0.043331
cpd00367[c0]	Cytidine_c0	0.023098	0.49079	11	0.85192	1.0654
cpd00247[c0]	Orotate_c0	0.022804	0.4909	2	0.86346	1.429
cpd00034[c0]	Zn2+_c0	0.022647	0.49097	4	0.85388	1.0422
cpd00034[e0]	Zn2+_e0	0.022647	0.49097	4	0.85388	1.0422
cpd00105[c0]	D-Ribose_c0	0.020492	0.49183	10	0.84994	1.3492
cpd11476[c0]	hexadecanoyl_acp_c0	0.014504	0.49421	5	0.85312	1.3414
cpd00356[c0]	dCTP_c0	0.011919	0.49525	3	0.8482	0.85975
cpd02991[c0]	phosphoribulosylformimino_AICAR_phosphate_c0	0.010043	0.49599	3	0.84679	1.0318
cpd00811[c0]	(CH3)3NO_c0	-0.0099846	0.50398	3	0.83174	0.20103
cpd00441[c0]	(CH3)3N_c0	-0.012844	0.50512	1	0.82441	0
cpd00386[c0]	D-Malate_c0	-0.013066	0.50521	6	0.83695	0.6361
cpdUS12[c0]	palmitoleoyl-ACP_c0	-0.020001	0.50798	3	0.82422	1.2783
cpd00096[c0]	CDP_c0	-0.020187	0.50805	3	0.82408	1.8463
cpd00533[c0]	dCDP_c0	-0.020187	0.50805	3	0.82408	1.8463
cpd00227[e0]	L-Homoserine_e0	-0.021185	0.50845	4	0.8254	0.54595
cpd00101[c0]	ribose_5_phosphate_c0	-0.023445	0.50935	9	0.83579	1.2358
cpd00412[c0]	Deoxyuridine_c0	-0.023664	0.50944	8	0.83493	0.87445
cpd03447[c0]	2-Octaprenyl-6-methoxy-1_4-benzoquinone_c0	-0.024362	0.50972	2	0.82034	0.17637
cpd03448[c0]	2-Octaprenyl-3-methyl-6-methoxy-1_4-benzoquinone_c0	-0.024362	0.50972	2	0.82034	0.17637
cpd00118[e0]	Putrescine_e0	-0.02476	0.50988	8	0.83443	0.86697
cpd00209[c0]	Nitrate_c0	-0.027415	0.51094	9	0.83408	1.2783
cpd00288[c0]	D-Glucosamine phosphate_c0	-0.03498	0.51395	7	0.8252	0.59148
cpd00831[c0]	L-Rhamnulose 1-phosphate_c0	-0.038205	0.51524	2	0.80769	0.65527
cpd00683[c0]	Dihydropteroate_c0	-0.040017	0.51596	2	0.80603	2.3339
cpd11313[c0]	hemeO_c0	-0.048294	0.51926	2	0.79847	1.0832
cpdNMLP[c0]	N-methyl-L-proline_c0	-0.049764	0.51984	3	0.80186	1.3341
cpd02201[c0]	4-phosphopantothenate_c0	-0.050538	0.52015	2	0.79641	1.4276
cpd00605[c0]	Malonylurea_c0	-0.055435	0.5221	1	0.76899	0
cpd14698[c0]	3-Methyl-1-hydroxybutyl-TPP_c0	-0.057124	0.52278	2	0.79039	0.092418
cpd14700[c0]	2-Methyl-1-hydroxypropyl-TPP_c0	-0.057124	0.52278	2	0.79039	0.092418
cpd14702[c0]	2-Methyl-1-hydroxybutyl-TPP_c0	-0.057124	0.52278	2	0.79039	0.092418
cpd00797[c0]	R_3_Hydroxybutanoate_c0	-0.057486	0.52292	9	0.82116	1.065
cpd00113[c0]	Isopentenyldiphosphate_c0	-0.057624	0.52298	5	0.81132	1.2872
cpd00063[c0]	Ca2+_c0	-0.059796	0.52384	2	0.78795	0.205
cpd00063[e0]	Ca2+_e0	-0.059796	0.52384	2	0.78795	0.205
cpd00111[c0]	Oxidized_glutathione_c0	-0.063908	0.52548	1	0.75797	0
cpd07061[e0]	Stachydrine_e0	-0.064724	0.5258	9	0.81804	0.67464
cpd00343[c0]	N-Carbamoyl-L-aspartate_c0	-0.066466	0.5265	3	0.78931	0.58176
cpd00314[c0]	D-Mannitol_c0	-0.067193	0.52679	5	0.80578	0.96573
cpd00283[c0]	Geranyldiphosphate_c0	-0.072806	0.52902	1	0.74639	0
cpd00383[c0]	Shikimate_c0	-0.07467	0.52976	3	0.78315	1.7938
cpd00284[c0]	6_Phospho_D_gluconate_c0	-0.078899	0.53144	4	0.78788	1.0494
cpd11465a[c0]	But_2_enoyl_acyl_carrier_proteinXL_c0	-0.086624	0.53451	2	0.76342	1.2259
cpd11467a[c0]	2E_Tetradecenoyl_acpXL_c0	-0.086624	0.53451	2	0.76342	1.2259
cpd11469a[c0]	2E_Dodecenoyl_acpXL_c0	-0.086624	0.53451	2	0.76342	1.2259
cpd11471a[c0]	2E_Octenoyl_acpXL_c0	-0.086624	0.53451	2	0.76342	1.2259
cpd11473a[c0]	2E_Hexenoyl_acpXL_c0	-0.086624	0.53451	2	0.76342	1.2259
cpd11475a[c0]	2E_Decenoyl_acpXL_c0	-0.086624	0.53451	2	0.76342	1.2259
cpd11477a[c0]	2E_Hexadecenoyl_acpXL_c0	-0.086624	0.53451	2	0.76342	1.2259
cpd11572a[c0]	trans_Octodec_2_enoyl_ACPXL_c0	-0.086624	0.53451	2	0.76342	1.2259
cpdVLCFA11[c0]	trans_C24_2_enoyl_ACPXL_c0	-0.086624	0.53451	2	0.76342	1.2259
cpdVLCFA15[c0]	trans_C26_2_enoyl_ACPXL_c0	-0.086624	0.53451	2	0.76342	1.2259
cpdVLCFA3[c0]	trans_C20_2_enoyl_ACPXL_c0	-0.086624	0.53451	2	0.76342	1.2259
cpdVLCFA7[c0]	trans_C22_2_enoyl_ACPXL_c0	-0.086624	0.53451	2	0.76342	1.2259
cpdNFIM8[c0]	Malonyl-NodF_c0	-0.097349	0.53878	3	0.76611	1.9366
cpd00043[c0]	UDP-galactose_c0	-0.10367	0.54129	8	0.79826	0.93921
cpd08287[c0]	4--cytidine5-diphospho-2-C-methyl-D-erythritol_c0	-0.10421	0.5415	2	0.74734	3.1051
cpd08288[c0]	2-phospho-4--cytidine5-diphospho-2-C-methyl-D-erythritol_c0	-0.10421	0.5415	2	0.74734	3.1051
cpd00822[c0]	O_Succinyl_L_homoserine_c0	-0.10658	0.54244	2	0.74518	0.20514
cpd03443[c0]	3-Octaprenyl-4-hydroxybenzoate_c0	-0.10943	0.54357	3	0.75704	0.96262
cpd02857[c0]	DAHP_c0	-0.11738	0.54672	3	0.75106	0.86775
cpd02152[c0]	L_Argininosuccinate_c0	-0.11813	0.54702	3	0.7505	1.6053
cpd00137[e0]	Citrate_e0	-0.11995	0.54774	3	0.74913	1.0458
cpd00038[c0]	GTP_c0	-0.1297	0.5516	10	0.78825	1.238
cpd00033[c0]	Glycine_c0	-0.13023	0.55181	20	0.80542	1.3105
cpd00146[c0]	Carbamoylphosphate_c0	-0.13345	0.55308	5	0.76739	0.53696
cpdLipidA[c0]	VLCFA_KDO2_lipid_A_c0	-0.14008	0.5557	7	0.77365	1.0211
cpd01270[c0]	FMNH2_c0	-0.16184	0.56429	4	0.73397	1.2341
cpd00516[c0]	meso_2_6_Diaminopimelate_c0	-0.16268	0.56461	3	0.71703	1.6375
cpd02097[c0]	L-Glutamyl 5-phosphate_c0	-0.16702	0.56632	2	0.68992	1.6196
cpd00142[e0]	Acetoacetate_e0	-0.16867	0.56697	5	0.74698	1.0127
cpd00797[e0]	R_3_Hydroxybutanoate_e0	-0.16867	0.56697	5	0.74698	1.0127
cpdERYI3[c0]	D-3-tetrulose-4-P_c0	-0.17413	0.56912	2	0.68343	0.3514
cpd00207[e0]	Guanine_e0	-0.17883	0.57097	3	0.70489	0.44034
cpd00307[e0]	Cytosine_e0	-0.17883	0.57097	3	0.70489	0.44034
cpd00311[e0]	Guanosine_e0	-0.17883	0.57097	3	0.70489	0.44034
cpd00367[e0]	Cytidine_e0	-0.17883	0.57097	3	0.70489	0.44034
cpd00378[c0]	Formamide_c0	-0.18101	0.57182	2	0.67714	0.90075
cpd00233[c0]	(6R)-L-erythro-5_6_7_8-tetrahydrobiopterin_c0	-0.18195	0.57219	2	0.67627	2.0934
cpd00290[c0]	D_fructose_1_6_bisphosphate_c0	-0.18969	0.57522	5	0.7348	0.7575
cpd04242[c0]	DKH_c0	-0.19185	0.57607	2	0.66723	0.49408
cpd00082[c0]	D_Fructose_c0	-0.19725	0.57818	12	0.7693	1.5313
cpd03445[c0]	2-Octaprenyl-6-hydroxyphenol_c0	-0.20159	0.57988	2	0.65832	0.6362
cpd00221[c0]	D-Lactate_c0	-0.2116	0.58379	3	0.68028	0.34037
cpd02546[c0]	CMP-KDO_c0	-0.22209	0.58788	8	0.74399	0.9195
cpd00485[c0]	D-Mannose1-phosphate_c0	-0.22505	0.58903	1	0.5483	0
cpd00104[c0]	BIOT_c0	-0.23345	0.5923	4	0.68743	0.86654
cpd02711[c0]	2_Keto_3_deoxy_6_phosphogluconate_c0	-0.24301	0.596	3	0.65668	0.62858
