RL_RS32950	-1.943416472	0.003646718
RL_RS32955	-0.736965594	0.2876714
RL_RS32960	0.124328135	0.6989887
RL_RS32965	-0.152003093	0.802735
RL_RS32970	-0.514573173	0.37983784
RL_RS32975	0.124328135	0.7343073
RL_RS32980	0.014355293	0.95888317
RL_RS32985	-0.058893689	0.92923605
RL_RS32990	-0.120294234	0.78209716
pRL120010	-0.104697379	0.71643203
RL_RS32995	-0.49410907	0.39176276
RL_RS33000	-1.434402824	0.056175195
RL_RS33005	-0.59946207	0.05710034
RL_RS33010	0.124328135	0.8032311
RL_RS33015	-0.152003093	0.6810396
RL_RS33020	-0.200912694	0.61765724
RL_RS33025	-1.434402824	0.06823022
RL_RS33030	0.443606651	0.15814674
RL_RS33035	0.516015147	0.24829829
RL_RS33040	1.042644337	0.22177692
pRL120021	0.632268215	0.17777358
RL_RS33045	-0.535331733	0.12901993
RL_RS33050	0.40053793	0.044715427
RL_RS33055	-0.810966176	0.055015475
RL_RS33060	-1.556393349	0.14448018
RL_RS33065	0.367371066	0.005346032
RL_RS33070	-0.168122759	0.59945846
RL_RS33075	0.464668267	0.3604317
RL_RS33080	-0.217591435	0.8016379
RL_RS33085	-0.888968688	0.07699964
RL_RS33090	0.310340121	0.65081424
RL_RS33095	1.117695043	0.046403576
RL_RS33100	0.713695815	0.01395482
RL_RS33105	0.163498732	0.43252668
RL_RS33110	0.344828497	0.4235223
RL_RS33115	0.189033824	0.7671694
RL_RS33120	-0.251538767	0.774451
RL_RS33125	-0.074000581	0.8045635
RL_RS33130	-0.434402824	0.24209449
RL_RS33135	0.344828497	0.10287456
RL_RS33140	0.97819563	0.062377065
RL_RS33145	0.137503524	0.6076788
RL_RS33150	0.042644337	0.9176578
RL_RS33155	0.22650853	0.6586097
RL_RS33160	0.765534746	0.053623967
RL_RS33165	0.454175893	0.2227548
RL_RS33170	-0.377069649	0.61621
RL_RS33175	-0.971430848	0.042437773
RL_RS33180	0.137503524	0.5780477
RL_RS33185	0.263034406	0.6852296
RL_RS33190	0.757023247	0.010255264
RL_RS33195	0.659924558	0.38701463
RL_RS33200	0.35614381	0.111709885
RL_RS33205	0.084064265	0.8951457
RL_RS33210	0.250961574	0.685942
RL_RS33215	-0.089267338	0.8459615
RL_RS33225	-0.862496476	0.062401418
pRL120058	-0.168122759	0.73097694
RL_RS33235	0.925999419	0.22121409
RL_RS33240	-1.120294234	0.31563962
RL_RS33245	-0.01449957	0.98760843
RL_RS33250	-0.415037499	0.31451574
RL_RS33255	0.773996325	0.12036631
RL_RS33260	-1.473931188	0.043536603
RL_RS33265	1.042644337	0.06638829
RL_RS33270	-0.862496476	0.08111565
RL_RS33275	0.495695163	0.40369084
RL_RS33280	-1.358453971	0.000683417
RL_RS33285	-1.251538767	0.21505548
RL_RS33290	1.077242999	0.014040761
RL_RS33295	1.163498732	0.10513362
RL_RS33300	-0.810966176	0.008637378
RL_RS33305	-0.915935735	0.25794378
RL_RS33310	0.485426827	0.38178024
RL_RS33315	0.432959407	0.33678427
RL_RS33320	-0.321928095	0.3254335
RL_RS33325	0.895302621	0.044500723
RL_RS33330	-0.104697379	0.79977393
RL_RS33335	2.587364991	0.027690755
